id,x_meas,y_meas,r_meas,x_tran,y_tran,r_tran
0.00000e+00,5.06230e+03,3.45710e+03,1.09600e+01,5.06300e+03,3.45915e+03,1.00621e+01
1.00000e+00,5.15270e+03,3.40090e+03,1.05000e+01,5.15231e+03,3.40024e+03,1.00629e+01
2.00000e+00,5.24170e+03,3.34090e+03,1.11800e+01,5.24162e+03,3.34133e+03,1.00631e+01
3.00000e+00,5.33050e+03,3.28150e+03,9.38000e+00,5.33094e+03,3.28242e+03,1.00628e+01
4.00000e+00,5.42050e+03,3.22350e+03,1.02000e+01,5.42026e+03,3.22351e+03,1.00622e+01
5.00000e+00,5.50950e+03,3.16470e+03,9.44000e+00,5.50957e+03,3.16460e+03,1.00611e+01
6.00000e+00,5.59890e+03,3.10550e+03,9.48000e+00,5.59888e+03,3.10570e+03,1.00595e+01
7.00000e+00,5.68850e+03,3.04650e+03,9.44000e+00,5.68817e+03,3.04681e+03,1.00575e+01
8.00000e+00,5.77750e+03,2.98810e+03,9.56000e+00,5.77745e+03,2.98792e+03,1.00552e+01
9.00000e+00,5.86710e+03,2.92950e+03,9.96000e+00,5.86672e+03,2.92905e+03,1.00526e+01
1.00000e+01,5.95650e+03,2.87050e+03,1.00200e+01,5.95598e+03,2.87018e+03,1.00497e+01
1.10000e+01,6.04550e+03,2.81150e+03,1.02000e+01,6.04521e+03,2.81133e+03,1.00464e+01
1.20000e+01,6.13450e+03,2.75230e+03,1.02000e+01,6.13443e+03,2.75250e+03,1.00428e+01
1.30000e+01,6.22350e+03,2.69350e+03,9.90000e+00,6.22362e+03,2.69367e+03,1.00392e+01
1.40000e+01,6.31270e+03,2.63470e+03,9.90000e+00,6.31278e+03,2.63486e+03,1.00350e+01
1.50000e+01,6.40190e+03,2.57590e+03,1.02800e+01,6.40193e+03,2.57607e+03,1.00309e+01
1.60000e+01,6.49110e+03,2.51750e+03,9.94000e+00,6.49104e+03,2.51730e+03,1.00264e+01
