spotId,x,y,r
1,-7.111540002353636,6.252236396001754,0.750886
2,-14.045981794017665,2.263701226838141,0.750811
3,-7.12500584950941,-1.7496243568100867,0.750919
4,-14.05915037350863,-5.7374808359703575,0.750837
5,-7.138383466690591,-9.7508415113581,0.750942
6,-14.07226965311995,-13.738845566695774,0.750874
7,-7.151727591765854,-17.75152345626832,0.750978
8,-14.085420255245502,-21.739055223886556,0.750895
9,-7.164317178681486,-25.751848637260643,0.750986
10,-14.097752207399157,-29.73877932371424,0.75091
11,-7.177620513352952,-33.751022295659354,0.751025
12,-14.110940767675608,-37.7377320967614,0.750971
13,-7.190989546865652,-41.74958790600578,0.75107
14,-14.123449097548859,-45.73515810866,0.750949
15,-7.203608230115965,-49.74638698495155,0.751025
16,-14.135872798977735,-53.73137274972741,0.750966
17,-7.216991862078254,-57.74152590105579,0.751071
18,-14.148443538443852,-61.72562651828937,0.750995
19,-7.229705673644586,-65.7354581769129,0.751101
20,-14.161126097056131,-69.71872882137077,0.751023
21,-7.243243915807694,-73.728288148454,0.75108
22,-14.173095508495326,-77.710317202099,0.751003
23,-7.256096843835815,-81.71888153563935,0.751134
24,-14.185997952314224,-85.70046902139019,0.751069
25,-7.269855657230855,-89.70742775424858,0.751121
26,-14.198271749000575,-93.68797709082021,0.751083
27,-7.282953681651241,-97.69492616358566,0.75119
28,-14.21070534776014,-101.67487944275639,0.751073
29,-7.296192380164106,-105.68013348874321,0.751172
30,-14.22330651394527,-109.65956291697871,0.751202
31,-7.309611462772012,-113.66463281044307,0.751327
32,-14.236218902423749,-117.64327267216505,0.751286
33,-7.323239654738155,-121.64794968967801,0.751428
34,-14.249379242908716,-125.62655496132598,0.751407
35,-7.337061666537156,-129.63093627647532,0.751486
36,-14.262023623933764,-133.60846352934522,0.75153
37,-7.351121245250952,-137.61228444836865,0.751767
38,-14.275829962213221,-141.5909330454191,0.751799
39,-7.3654649665355985,-145.5951733798588,0.75193
40,-14.28921767764613,-149.5733510937639,0.751979
41,-7.379327987648169,-153.57714637233116,0.752159
42,-14.302979149347733,-157.55546612510727,0.752262
43,-7.394239222711421,-161.56019889677128,0.752503
44,-14.317174871764946,-165.5400631539834,0.752644
45,-7.408743986746915,-169.54529470600667,0.752841
46,-14.331836650306773,-173.52499241128052,0.75297
47,-7.42435233883478,-177.5307768558822,0.753293
48,-14.346990978602905,-181.51277382188997,0.753478
49,-7.4395954945483,-185.51967890192745,0.753717
50,-14.361924978562124,-189.50226411378281,0.753993
51,-7.455264826158167,-193.51070564901613,0.754406
52,-14.377518740010078,-197.49533732077555,0.754657
53,-7.471415846811346,-201.50567308017588,0.755031
54,-14.393743919340647,-205.49218731396672,0.75541
55,-7.48807220013941,-209.50465910161455,0.755881
56,-14.410733001239622,-213.49395129731712,0.756338
57,-7.50457077612008,-217.50936144163924,0.757052
