# Per-cobra open-loop response of the two blind moves, measured 2026-09-14 with the
# dots rotated 90 deg in theta so both moves were visible to MCS.
#
# landingGain: measured phi change over commanded, for the ramp's move to the
#   landing fraction, whose start is the measured iteration-7 angle.
# targetGain:  the same for the move to dotTarget, commanded as a fraction of the
#   chord from the tracker's belief that it is at the landing fraction.
#
# The two are only weakly related (r = 0.39), so one gain cannot stand for both.
# dotTarget for a depth D, given the measured iteration-7 angle phi7:
#   landed = phi7 + landingGain * (phiAt(landing) - phi7)
#   dotTarget = landing + (phiAt(D) - landed) / (targetGain * chord)
# calibrated False means the fleet default applies.
cobraId,landingGain,targetGain,calibrated
860,1.0905,1.1388,True
861,1.1066,0.9267,True
862,1.1852,0.9356,True
863,1.0169,0.9602,True
864,0.9763,0.9984,True
865,1.1010,1.1171,True
866,1.0009,1.0587,True
867,0.9467,1.2046,True
868,1.2717,1.2149,True
869,1.0922,0.9964,True
870,1.1499,1.1435,True
871,0.9030,1.1701,True
872,0.9390,0.9751,True
873,1.1882,1.0705,True
874,1.1157,1.2380,True
875,0.9791,1.0324,True
876,1.1026,1.0550,True
877,1.1570,1.1850,True
878,1.0123,0.9332,True
879,1.2663,1.2245,True
880,0.9951,1.0942,True
881,1.0107,1.0723,True
882,0.9968,1.0323,True
883,1.3530,1.0658,True
884,1.1033,1.1605,True
885,1.0637,0.8935,True
886,1.0330,1.0545,True
887,0.9134,0.9478,True
888,1.1446,1.0900,True
889,1.0574,1.0326,True
890,0.9483,0.9824,True
891,0.9397,0.8684,True
892,0.9768,1.0588,True
893,1.0825,1.1757,True
894,1.1535,1.1470,True
895,1.2726,0.8438,True
896,1.0730,1.0379,True
897,1.3238,1.2032,True
898,1.1384,1.1881,True
899,1.1714,1.1195,True
900,1.0500,0.9818,True
901,0.9848,1.0600,True
902,0.9507,0.8470,True
903,0.9734,1.1339,True
904,1.2222,1.2778,True
905,0.8697,0.9938,True
906,1.0818,1.1484,True
907,1.1158,1.1383,True
908,1.0195,0.8060,True
909,1.0098,1.0538,True
910,1.0447,1.0223,True
911,0.9911,1.1673,True
912,1.1444,1.0875,True
913,1.7760,1.0302,True
914,1.0516,0.9865,True
915,1.1887,0.8374,True
916,1.0737,1.0626,True
917,0.9926,1.0119,True
918,0.9845,1.1066,True
919,1.1747,1.0266,True
920,0.9093,1.1185,True
921,0.7466,1.6501,True
922,1.9435,1.2367,True
923,1.1214,0.9737,True
924,1.1078,1.0452,True
925,1.0830,0.9814,True
926,1.1418,0.9110,True
927,1.0795,0.9512,True
928,1.0962,1.0562,True
929,0.9564,1.1273,True
930,1.3808,1.4700,True
931,1.2137,0.7236,True
932,1.1878,1.0255,True
933,1.2029,0.9774,True
934,1.0076,1.0530,True
935,1.1340,0.9509,True
936,1.0282,0.9815,True
937,0.9977,1.1042,True
938,1.0554,0.9709,True
939,1.0220,1.1273,True
940,0.9619,0.8904,True
941,1.1860,1.0277,True
942,1.0406,0.9239,True
943,0.8510,0.9513,True
944,1.0931,0.9605,True
945,1.0456,0.8812,True
946,0.9170,1.2851,True
947,1.1557,0.9355,True
948,0.9408,1.1543,True
949,1.0000,1.0000,False
950,1.0404,0.8849,True
951,1.0069,0.9829,True
952,1.0952,1.0176,True
953,1.2258,1.3349,True
954,1.0190,1.6851,True
955,0.9885,1.0308,True
956,0.9505,0.9758,True
957,1.3958,0.7931,True
958,0.9168,1.1228,True
959,0.8177,0.8254,True
960,0.9566,0.9857,True
961,1.0145,0.8174,True
962,1.0587,1.1998,True
963,1.0370,1.1199,True
964,0.9968,1.2321,True
965,1.1475,1.3591,True
966,0.9739,1.0655,True
967,0.9456,1.2678,True
968,1.2236,0.9172,True
969,1.0086,1.3661,True
970,1.0000,1.0000,False
971,0.9807,0.8430,True
972,0.9925,1.0396,True
973,0.8870,1.0056,True
974,0.9598,1.0200,True
975,1.1580,1.0574,True
976,1.1214,1.1599,True
977,1.2190,0.9749,True
978,1.1137,1.1865,True
979,1.1978,1.0918,True
980,0.9430,0.7870,True
981,1.0330,1.0593,True
982,1.0000,1.0000,False
983,1.1305,1.2669,True
984,1.3253,1.2966,True
985,1.0078,0.9993,True
986,1.1168,1.0721,True
987,1.1373,1.0580,True
988,1.0884,1.1431,True
989,1.1188,1.0024,True
990,0.9264,0.9896,True
991,1.0635,1.0054,True
992,1.0622,0.9723,True
993,1.0668,1.0453,True
994,1.0459,0.9196,True
995,1.1471,1.2920,True
996,0.8698,0.9845,True
997,0.9859,1.1159,True
998,0.8559,0.9066,True
999,1.1526,1.3254,True
1000,0.9838,0.7786,True
1001,1.2124,1.0515,True
1002,1.0731,0.9754,True
1003,0.9690,0.9812,True
1004,1.1037,1.1647,True
1005,1.5137,1.1502,True
1006,0.8946,0.8983,True
1007,1.0594,1.1069,True
1008,1.0981,1.2486,True
1009,0.9613,0.9952,True
1010,1.0646,1.2775,True
1011,0.8931,0.8895,True
1012,0.9721,1.0940,True
1013,0.9350,0.9345,True
1014,0.9998,1.0823,True
1015,1.0120,0.9676,True
1016,0.9547,1.0154,True
1017,1.1595,1.0594,True
1018,1.5362,0.9542,True
1019,1.0772,0.9224,True
1020,0.9741,1.0318,True
1021,0.9355,0.8448,True
1022,1.1588,0.9717,True
1023,0.9478,0.8372,True
1024,0.9883,1.0010,True
1025,1.1772,1.1510,True
1026,1.0045,1.0895,True
1027,0.8724,0.9740,True
1028,0.9703,0.9165,True
1029,0.9342,0.8584,True
1030,1.1289,1.1730,True
1031,1.1422,0.9258,True
1032,1.2322,1.0719,True
1033,0.9974,1.0308,True
1034,1.0800,1.0272,True
1035,1.2870,1.1220,True
1036,1.1515,1.1214,True
1037,0.9965,0.9564,True
1038,1.0656,1.0240,True
1039,1.2144,1.3166,True
1040,1.1379,0.9756,True
1041,1.0127,1.0510,True
1042,1.0181,1.0068,True
1043,1.0744,1.2346,True
1044,1.1306,1.1106,True
1045,0.9362,0.8100,True
1046,1.0045,1.0368,True
1047,1.1851,0.9925,True
1048,0.9319,1.1635,True
1049,0.8654,1.0686,True
1050,1.0789,1.1799,True
1051,1.0816,1.5494,True
1052,1.0827,0.9971,True
1053,1.0890,0.9594,True
1054,0.8247,1.1744,True
1055,1.2770,0.8827,True
1056,1.0010,1.0117,True
1057,0.9507,0.9945,True
1058,0.9148,0.9600,True
1059,1.1230,1.0046,True
1060,1.0628,1.0944,True
1061,1.1766,1.1528,True
1062,1.2785,1.2374,True
1063,1.0290,1.0754,True
1064,1.4245,1.0650,True
1065,0.9772,1.1066,True
1066,1.2145,1.0171,True
1067,1.0937,0.9633,True
1068,1.1223,1.4699,True
1069,0.9851,1.1417,True
1070,0.9737,0.9750,True
1071,0.9914,0.9064,True
1072,0.9804,0.9396,True
1073,1.0361,1.1583,True
1074,0.8813,0.9482,True
1075,1.1535,1.0334,True
1076,1.0781,1.0241,True
1077,1.0525,0.9338,True
1078,1.0550,1.3743,True
1079,0.9644,0.9691,True
1080,1.2443,1.1276,True
1081,1.1268,0.8715,True
1082,0.9674,1.0017,True
1083,1.1774,0.9024,True
1084,1.0000,1.0000,False
1085,1.2505,0.9881,True
1086,1.1826,1.1560,True
1087,1.3054,1.0264,True
1088,1.1155,1.0248,True
1089,1.1849,1.0065,True
1090,1.1321,1.0645,True
1091,1.0518,0.9665,True
1092,1.2866,1.0838,True
1093,1.2391,1.1941,True
1094,1.1477,1.0078,True
1095,1.1481,1.2353,True
1096,0.9651,0.8395,True
1097,1.0526,0.9400,True
1098,1.1710,0.9819,True
1099,0.9653,1.1934,True
1100,1.0179,0.9985,True
1101,1.1159,0.9607,True
1102,1.0967,1.0258,True
1103,1.1363,1.0968,True
1104,0.9459,1.0283,True
1105,1.0312,0.7347,True
1106,1.1654,0.9692,True
1107,1.2821,0.8742,True
1108,1.3903,1.5335,True
1109,0.9082,1.1561,True
1110,1.1184,1.0243,True
1111,0.9562,1.0867,True
1112,1.0955,0.9452,True
1113,1.0000,1.0000,False
1114,1.0819,1.1816,True
1115,1.1298,1.0443,True
1116,1.0297,1.0158,True
1117,1.1725,1.1680,True
1118,0.9837,1.1756,True
1119,1.2100,1.0275,True
1120,0.8831,0.7652,True
1121,1.1183,1.1798,True
1122,1.1173,1.1024,True
1123,0.9513,1.0847,True
1124,1.1921,0.8802,True
1125,1.1593,1.5552,True
1126,1.0699,1.0075,True
1127,1.0290,0.8686,True
1128,1.0252,1.1258,True
1129,1.0542,1.0022,True
1130,1.1687,1.0093,True
1131,1.3728,1.1038,True
1132,1.0088,0.9710,True
1133,1.0194,1.1184,True
1134,1.0446,0.9405,True
1135,0.9916,0.9877,True
1136,0.9966,0.8667,True
1137,1.0651,0.9100,True
1138,1.0067,1.0536,True
1139,1.0449,0.9599,True
1140,1.1903,1.1770,True
1141,0.7367,0.9038,True
1142,1.2053,1.0516,True
1143,0.8980,0.9182,True
1144,1.1366,1.0413,True
1145,0.8607,1.0935,True
1146,1.1997,0.9683,True
1147,1.0355,1.0929,True
1148,1.1250,0.8523,True
1149,1.1325,1.1815,True
1150,1.0000,1.0000,False
1151,0.9212,1.0913,True
1152,1.0702,1.0343,True
1153,0.9832,0.9275,True
1154,1.2177,1.2651,True
1155,1.2586,1.1311,True
1156,1.2339,1.2496,True
1157,1.3804,0.8625,True
1158,1.1608,1.5077,True
1159,1.0495,1.0152,True
1160,1.0342,0.9693,True
1161,1.2111,1.0939,True
1162,1.0383,0.9562,True
1163,1.1509,1.1712,True
1164,1.0725,1.1913,True
1165,1.1113,1.0190,True
1166,1.1610,1.1260,True
1167,0.9425,1.0905,True
1168,1.3963,1.5474,True
1169,1.0490,1.2245,True
1170,1.1518,1.1266,True
1171,1.0462,0.9380,True
1172,1.0819,1.0039,True
1173,1.0000,1.0000,False
1174,1.0614,1.0111,True
1175,1.1020,1.0851,True
1176,1.0829,1.1518,True
1177,0.9996,1.1273,True
1178,1.2169,1.2311,True
1179,1.1765,1.0635,True
1180,1.0317,1.1564,True
1181,1.0979,0.9342,True
1182,1.0886,1.0434,True
1183,0.9122,1.0548,True
1184,1.1357,1.2388,True
1185,1.0109,0.8895,True
1186,0.8251,1.1029,True
1187,0.9172,0.9815,True
1188,1.0000,1.0000,False
1189,1.0128,0.8550,True
1190,1.1758,0.8189,True
1191,1.2977,1.2510,True
1192,1.3092,1.4247,True
1193,0.8665,1.0456,True
1194,1.0167,1.2453,True
1195,1.0114,1.1043,True
1196,1.1377,1.1193,True
1197,1.0559,1.0895,True
1198,1.1579,0.7736,True
1199,1.0646,0.7412,True
1200,1.1595,1.0364,True
1201,1.2933,1.2487,True
1202,0.9813,1.1831,True
1203,1.0000,1.0000,False
1204,0.9560,0.9859,True
1205,1.1342,0.9137,True
1206,1.2248,1.0853,True
1207,1.0923,1.0485,True
1208,1.0000,1.0000,False
1209,0.9661,0.8652,True
1210,1.0000,1.0000,False
1211,1.3034,0.9427,True
1212,1.1176,0.9391,True
1213,1.0311,1.0182,True
1214,1.2044,1.2422,True
1215,0.9755,1.1044,True
1216,1.2271,1.0338,True
1217,1.0590,0.7367,True
1218,0.9345,0.8356,True
1219,1.1298,0.9048,True
1220,1.1472,0.9532,True
1221,1.1060,1.2469,True
1222,1.1640,1.3303,True
1223,1.0623,1.0444,True
1224,1.3672,1.6121,True
1225,0.8788,0.8707,True
1226,1.3716,1.0604,True
1227,1.0053,1.0186,True
1228,1.2622,1.2303,True
1229,0.9998,1.0547,True
1230,1.0997,0.8464,True
1231,1.4270,1.2742,True
1232,0.9446,0.9824,True
1233,1.1022,0.9988,True
1234,0.9760,1.0684,True
1235,0.9396,1.2325,True
1236,1.1564,1.1214,True
1237,0.8541,1.2874,True
1238,1.0423,1.0468,True
1239,0.9302,0.9999,True
1240,0.8669,1.0270,True
1241,1.0766,1.0074,True
1242,1.0545,0.9232,True
1243,1.1044,1.0983,True
1244,1.1566,1.0890,True
1245,1.0757,1.1142,True
1246,1.2074,1.4329,True
1247,1.1201,1.0459,True
1248,0.8757,0.9669,True
1249,0.9504,0.8845,True
1250,1.3288,0.9675,True
1251,1.0268,1.1541,True
1252,1.2898,1.1926,True
1253,1.0981,1.0055,True
1254,1.3421,1.3181,True
1255,1.0000,1.0000,False
1256,1.1345,1.0128,True
1257,0.9592,1.4149,True
1258,1.0791,0.9545,True
1259,1.0000,1.0000,False
1260,1.0697,1.0865,True
1261,1.1596,0.9001,True
1262,1.0471,1.0493,True
1263,1.0564,1.0995,True
1264,1.3916,1.1408,True
1265,0.9911,0.9241,True
1266,1.4513,1.4889,True
1267,1.1635,1.2365,True
1268,1.0708,0.9972,True
1269,0.9670,1.0786,True
1270,1.0283,0.8160,True
1271,1.0350,0.8697,True
1272,0.9586,0.9581,True
1273,1.2204,1.0893,True
1274,1.0617,0.9063,True
1275,1.1086,1.0617,True
1276,1.1852,1.2733,True
1277,1.2622,1.1490,True
1278,1.1199,1.5061,True
1279,1.0798,0.8833,True
1280,1.3930,1.3402,True
1281,1.1791,1.1211,True
1282,0.9962,1.1373,True
1283,0.9986,1.1417,True
1284,1.2073,0.9132,True
1285,1.3306,1.7975,True
1286,1.1778,1.1846,True
1287,1.0489,1.0924,True
1288,1.1395,1.0979,True
1289,0.9858,0.9725,True
1290,0.9907,1.0156,True
1291,0.8581,1.0265,True
1292,1.0005,0.9470,True
1293,0.9701,1.0009,True
1294,0.6892,0.6983,True
1295,1.1171,0.9229,True
1296,1.0000,1.0000,False
1297,1.1308,1.6169,True
1298,1.0282,1.0688,True
1299,1.0621,1.0127,True
1300,1.1509,0.9017,True
1301,0.8893,0.7943,True
1302,0.9801,0.9818,True
1303,1.0000,1.0000,False
1304,1.0154,1.1364,True
1305,1.0171,1.0270,True
1306,1.0909,0.9695,True
1307,1.1940,1.1969,True
1308,0.8636,1.0389,True
1309,0.9806,1.1657,True
1310,0.9605,0.8460,True
1311,1.0638,1.2086,True
1312,1.6753,1.3130,True
1313,1.4667,1.3427,True
1314,1.0843,1.1332,True
1315,0.9410,1.1209,True
1316,1.3247,1.1869,True
1317,0.9941,0.9210,True
1318,1.1243,0.9919,True
1319,1.0000,1.0000,False
1320,1.0253,0.9224,True
1321,1.1793,1.0422,True
1322,1.2026,1.3298,True
1323,1.0670,1.0790,True
1324,1.0333,1.0706,True
1325,1.1600,1.1361,True
1326,1.1553,0.7860,True
1327,0.9294,1.2071,True
1328,1.2050,0.9819,True
1329,1.0017,0.9070,True
1330,1.1132,1.0270,True
1331,0.9618,1.0432,True
1332,1.2125,1.4786,True
1333,1.0350,1.3197,True
1334,1.2434,1.2844,True
1335,1.2773,1.1092,True
1336,0.8340,0.8646,True
1337,1.1535,1.0260,True
1338,1.1166,1.0211,True
1339,0.9904,1.0331,True
1340,1.1394,1.1352,True
1341,1.1481,1.1285,True
1342,1.1746,1.0929,True
1343,1.1059,1.0681,True
1344,1.1125,1.0915,True
1345,1.0980,0.9949,True
1346,0.9375,1.2068,True
1347,1.1648,0.9676,True
1348,0.8151,0.9009,True
1349,1.1043,1.1204,True
1350,1.0159,1.0456,True
1351,1.0992,0.9454,True
1352,1.2964,1.2220,True
1353,0.9810,0.9899,True
1354,1.2386,1.3269,True
1355,1.0192,1.0944,True
1356,0.8599,0.9710,True
1357,1.1120,1.2618,True
1358,0.9469,1.1043,True
1359,1.1199,1.0417,True
1360,1.1088,1.5655,True
1361,0.8003,1.2014,True
1362,1.0894,1.1112,True
1363,0.9145,1.0553,True
1364,0.8270,1.0204,True
1365,1.0927,1.0823,True
1366,1.1018,1.0417,True
1367,0.9773,0.8659,True
1368,1.2382,0.9221,True
1369,1.2827,1.0307,True
1370,1.4635,1.3208,True
1371,1.1705,1.1736,True
1372,1.3089,0.8031,True
1373,0.9809,1.1279,True
1374,1.1357,1.2781,True
1375,1.2217,0.9596,True
1376,1.1283,1.0689,True
1377,1.0912,0.9282,True
1378,0.8808,1.3003,True
1379,0.9706,0.9085,True
1380,1.1796,1.2090,True
1381,1.1555,1.0126,True
1382,1.0660,1.0171,True
1383,1.1458,1.0697,True
1384,1.0108,0.9695,True
1385,1.1215,0.9956,True
1386,1.0719,1.0822,True
1387,1.1066,1.1173,True
1388,1.0756,1.0920,True
1389,1.0749,1.2107,True
1390,1.2412,1.2337,True
1391,1.0586,0.9194,True
1392,1.2079,0.9002,True
1393,1.1137,0.9848,True
1394,0.8590,0.9902,True
1395,1.1207,0.9914,True
1396,1.1601,0.6433,True
1397,0.9953,1.1206,True
1398,1.0631,1.0848,True
1399,1.0415,1.1010,True
1400,0.9122,1.2304,True
1401,1.0251,0.7022,True
1402,1.0808,0.9434,True
1403,1.1742,1.0836,True
1404,1.1814,0.8075,True
1405,0.9918,1.1189,True
1406,1.1027,1.1570,True
1407,1.0173,1.1105,True
1408,1.1022,1.2354,True
1409,0.9461,0.8640,True
1410,0.9811,0.8953,True
1411,1.0518,1.2510,True
1412,0.9652,1.0084,True
1413,1.0040,0.9407,True
1414,1.0318,0.9621,True
1415,1.0053,1.1878,True
1416,0.8907,0.9848,True
1417,1.2059,1.0272,True
1418,0.9746,1.0027,True
1419,1.1373,1.0698,True
1420,1.0280,0.9310,True
1421,1.1451,1.2113,True
1422,1.0982,0.9520,True
1423,1.1990,0.8963,True
1424,0.8194,0.9273,True
1425,0.9950,0.8567,True
1426,1.0000,1.0000,False
1427,1.1180,1.0897,True
1428,0.7565,0.8648,True
1429,0.9511,1.0931,True
1430,1.1199,1.1253,True
1431,0.9970,0.8829,True
1432,1.0649,1.1445,True
1433,1.0792,0.9628,True
1434,1.0793,1.1507,True
1435,1.2694,1.0173,True
1436,1.1133,1.2356,True
1437,1.0105,0.9328,True
1438,0.8605,1.1696,True
1439,1.1288,0.9634,True
1440,1.1738,1.0695,True
1441,1.1392,1.2059,True
1442,0.9828,1.0308,True
1443,1.1393,1.1443,True
1444,1.1003,1.1729,True
1445,0.9689,1.1133,True
1446,1.1670,0.9048,True
1447,1.0660,1.2486,True
1448,1.1243,1.1343,True
1449,1.0309,1.2918,True
1450,1.2587,1.3039,True
1451,1.0930,1.0076,True
1452,1.4202,1.6551,True
1453,1.0541,0.9051,True
1454,1.1523,1.0601,True
1455,1.1138,1.1231,True
1456,1.3334,0.9618,True
1457,1.0318,0.9576,True
1458,1.1319,0.9754,True
1459,1.1261,1.1303,True
1460,1.0000,1.0000,False
1461,0.8976,0.8505,True
1462,1.1444,1.1133,True
1463,1.1515,0.9151,True
1464,1.1685,1.0940,True
1465,1.2819,1.1684,True
1466,1.1592,0.8832,True
1467,1.0059,1.1681,True
1468,1.2418,1.2906,True
1469,1.0146,0.9761,True
1470,1.2610,0.9968,True
1471,1.0652,1.2455,True
1472,0.9524,0.9137,True
1473,1.1305,1.1111,True
1474,0.8391,0.9315,True
1475,1.1870,1.1023,True
1476,1.2216,0.7839,True
1477,1.0772,1.3566,True
1478,1.1735,1.1515,True
1479,1.0771,0.8855,True
1480,0.9775,1.0589,True
1481,0.9626,1.1682,True
1482,1.1800,1.1808,True
1483,1.0000,1.0000,False
1484,0.9912,1.0799,True
1485,1.1534,1.0060,True
1486,1.2678,1.0520,True
1487,1.1676,1.3217,True
1488,0.8175,1.1759,True
1489,1.1571,1.1037,True
1490,1.1743,1.0728,True
1491,1.1491,1.0697,True
1492,1.1731,0.8551,True
1493,1.3255,1.1196,True
1494,1.0000,1.0000,False
1495,1.0135,1.1528,True
1496,1.2294,1.3417,True
1497,1.0448,0.9755,True
1498,1.1190,0.8469,True
1499,0.8843,0.9393,True
1500,1.2907,1.1630,True
1501,0.9039,0.9734,True
1502,1.0708,1.2789,True
1503,1.0605,0.9807,True
1504,0.9653,1.0534,True
1505,1.1107,0.8739,True
1506,1.1249,1.5527,True
1507,1.5528,1.1618,True
1508,1.2652,1.1346,True
1509,0.9801,1.0301,True
1510,1.0674,1.4937,True
1511,1.1209,1.0890,True
1512,0.8035,0.9626,True
1513,1.0399,1.2718,True
1514,0.8651,0.7861,True
1515,1.4301,1.2803,True
1516,1.2642,1.3932,True
1517,0.8231,0.9699,True
1518,1.0000,1.0000,False
1519,1.1013,1.1388,True
1520,1.0000,1.0000,False
1521,1.0518,0.9819,True
1522,1.0357,1.1237,True
1523,1.2920,1.5162,True
1524,0.9529,1.2376,True
1525,0.8992,0.7527,True
1526,1.1200,1.0545,True
1527,0.9618,0.9200,True
1528,1.3908,1.1337,True
1529,1.0218,0.9308,True
1530,1.1063,1.0941,True
1531,0.9049,1.1020,True
1532,0.8735,1.0654,True
1533,0.7803,1.3776,True
1534,1.1753,1.1770,True
1535,0.9689,0.9730,True
1536,1.0227,1.0045,True
1537,0.8866,0.8503,True
1538,0.9471,0.8668,True
1539,1.0000,1.0000,False
1540,1.3256,1.1823,True
1541,1.1392,1.1600,True
1542,0.9229,1.1343,True
1543,1.0160,1.0901,True
1544,1.1568,1.1141,True
1545,0.9599,1.2787,True
1546,1.2834,1.1327,True
1547,1.1174,1.0496,True
1548,1.0755,1.1286,True
1549,1.3216,0.9848,True
1550,0.9686,0.8545,True
1551,1.0538,1.7251,True
1552,0.9608,0.7467,True
1553,1.1142,0.9543,True
1554,1.0237,0.6684,True
1555,0.9623,0.9725,True
1556,1.2417,1.0246,True
1557,1.0367,0.8858,True
1558,1.2879,1.1745,True
1559,1.3765,1.0414,True
1560,1.3721,1.1844,True
1561,1.1918,1.2357,True
1562,1.0112,0.6909,True
1563,1.2406,0.9830,True
1564,1.0362,1.1103,True
1565,1.2133,1.0402,True
1566,0.8796,1.3470,True
1567,1.0748,0.9987,True
1568,1.0529,1.1776,True
1569,1.0148,0.8414,True
1570,1.1692,1.2432,True
1571,1.1821,0.9461,True
1572,1.3949,1.6278,True
1573,1.0469,1.3257,True
1574,0.9864,1.1043,True
1575,1.0980,1.0983,True
1576,1.2857,1.2705,True
1577,1.0100,1.3590,True
1578,1.0443,1.1484,True
1579,1.2908,1.4099,True
1580,1.0000,1.0000,False
1581,0.8829,0.8406,True
1582,0.9280,1.0043,True
1583,0.9351,1.0495,True
1584,1.0589,0.9736,True
1585,1.1234,1.2601,True
1586,0.9409,1.0726,True
1587,0.8791,1.1196,True
1588,1.0055,1.1602,True
1589,1.1476,1.0898,True
1590,1.0500,1.0015,True
1591,1.2848,0.9980,True
1592,0.9898,1.1833,True
1593,0.9951,1.1271,True
1594,0.9738,0.9942,True
1595,0.8688,1.3087,True
1596,1.3039,1.1725,True
1597,1.2537,0.8248,True
1598,0.9593,0.8890,True
1599,0.9531,1.0318,True
1600,1.0584,0.9720,True
1601,1.0968,0.6222,True
1602,0.9257,1.0821,True
1603,1.1417,1.4739,True
1604,1.0888,1.1595,True
1605,1.1042,0.9569,True
1606,1.0185,0.9687,True
1607,1.2105,1.2998,True
1608,1.0402,0.9466,True
1609,1.4245,1.3887,True
1610,0.9650,1.0039,True
1611,1.0261,0.9398,True
1612,1.1311,1.0560,True
1613,1.1172,0.9689,True
1614,1.0062,0.9486,True
1615,1.0600,0.7629,True
1616,1.0594,1.0148,True
1617,1.1715,1.2264,True
1618,1.1569,1.0688,True
1619,1.0872,1.0456,True
1620,1.0615,1.0653,True
1621,1.0763,0.8844,True
1622,1.0669,1.2205,True
1623,1.3142,1.0076,True
1624,1.1948,1.0262,True
1625,1.1354,1.1240,True
1626,1.1532,0.8402,True
1627,1.2921,1.1616,True
1628,0.9884,0.9467,True
1629,1.0950,0.9703,True
1630,0.9707,1.0552,True
1631,1.0226,0.9999,True
1632,0.9819,0.9347,True
1633,1.0979,1.0146,True
1634,1.5075,1.3835,True
1635,1.0226,1.0027,True
1636,1.3677,1.4308,True
1637,1.0000,1.0000,False
1638,1.1385,1.0502,True
1639,1.1147,1.2563,True
1640,1.0709,1.1215,True
1641,1.2516,1.0619,True
1642,1.0442,1.1593,True
1643,1.0447,1.0008,True
1644,1.0374,0.8434,True
1645,1.1543,0.9481,True
1646,0.8213,0.9119,True
1647,1.0743,1.1200,True
1648,1.0410,0.8737,True
1649,1.0000,1.0000,False
1650,0.9785,0.9122,True
1651,1.3098,0.9315,True
1652,1.0384,1.0836,True
1653,1.0000,1.0000,False
1654,1.6727,1.4965,True
1655,0.9980,1.2382,True
1656,1.2280,1.4052,True
1657,0.9824,0.9111,True
1658,1.0547,0.8951,True
1659,1.1179,1.1350,True
1660,0.8816,0.9934,True
1661,0.9615,0.9825,True
1662,1.1526,1.3109,True
1663,0.9193,1.0213,True
1664,1.0180,1.0386,True
1665,0.9989,0.9926,True
1666,1.0600,0.9707,True
1667,0.9678,0.9445,True
1668,0.9200,0.9186,True
1669,1.0177,1.0160,True
1670,1.1029,1.0034,True
1671,0.8820,0.9682,True
1672,0.9727,0.9141,True
1673,0.9244,0.9966,True
1674,0.9896,1.1504,True
1675,0.9668,1.0414,True
1676,1.2967,1.1744,True
1677,1.1970,0.9429,True
1678,1.3085,1.1568,True
1679,1.1449,1.1178,True
1680,1.0794,0.7937,True
1681,0.9559,0.7739,True
1682,1.1488,1.0681,True
1683,1.1957,1.2658,True
1684,1.1066,1.0427,True
1685,1.2076,1.2383,True
1686,1.0058,1.1623,True
1687,0.8521,0.9265,True
1688,1.8432,0.9605,True
1689,0.9513,0.8822,True
1690,1.0337,1.0661,True
1691,0.9931,0.8089,True
1692,1.1319,1.1256,True
1693,0.9504,1.0409,True
1694,0.9669,1.0805,True
1695,1.1149,1.1720,True
1696,1.2590,1.1978,True
1697,1.0503,0.9702,True
1698,0.9499,0.9238,True
1699,1.2928,1.0045,True
1700,1.2681,1.2005,True
1701,1.0264,1.0837,True
1702,1.1123,0.9574,True
1703,1.1065,0.9745,True
1704,1.1430,1.1710,True
1705,0.8750,1.2058,True
1706,1.0666,1.2284,True
1707,1.1930,1.1984,True
1708,1.1616,1.1350,True
1709,0.9676,0.8991,True
1710,0.9965,1.0933,True
1711,0.9807,0.9191,True
1712,1.1504,0.9812,True
1713,1.3098,0.9362,True
1714,0.9357,1.0907,True
1715,1.0455,1.1099,True
1716,1.0260,1.2967,True
1717,1.3259,1.1890,True
1718,0.9711,0.9742,True
1719,0.9947,1.0297,True
1720,1.2915,1.0696,True
1721,1.2274,1.0562,True
1722,1.0617,0.9834,True
1723,1.0378,1.0588,True
1724,1.0000,1.0000,False
1725,1.0594,1.0313,True
1726,1.0000,1.0000,False
1727,0.9801,0.9887,True
1728,1.0550,0.9621,True
1729,0.9531,0.9035,True
1730,0.7474,0.9518,True
1731,1.4148,1.0591,True
1732,1.0464,0.9891,True
1733,1.0468,1.0649,True
1734,1.3412,1.0436,True
1735,0.9506,0.8315,True
1736,0.9649,1.1346,True
1737,1.1020,1.0880,True
1738,1.2547,1.0622,True
1739,1.2243,1.1464,True
1740,1.0562,1.1701,True
1741,1.1694,1.1399,True
1742,1.2699,1.6483,True
1743,1.0704,1.0339,True
1744,1.2527,1.1380,True
1745,1.0021,0.9514,True
1746,1.0769,0.9177,True
1747,1.3825,0.9132,True
1748,1.0747,1.0262,True
1749,1.1100,1.3460,True
1750,1.0438,1.0891,True
1751,1.0931,1.1769,True
1752,1.3321,1.0691,True
1753,1.0515,1.0354,True
1754,1.2155,1.1465,True
1755,0.8892,0.9156,True
1756,1.1872,1.1049,True
1757,1.0357,1.2246,True
1758,0.9742,0.8817,True
1759,0.8161,0.6971,True
1760,1.0916,1.3202,True
1761,1.2351,1.2385,True
1762,0.9730,0.8663,True
1763,1.3659,1.0525,True
1764,1.0000,1.0000,False
1765,1.1730,0.9637,True
1766,0.8007,0.9131,True
1767,0.9619,1.0774,True
1768,1.1681,1.1482,True
1769,0.8810,0.9569,True
1770,1.0205,1.0034,True
1771,0.9696,1.1073,True
1772,1.0641,0.9453,True
1773,1.3783,1.1356,True
1774,0.9357,0.9545,True
1775,1.2431,1.0022,True
1776,1.1893,1.2382,True
1777,1.4305,1.0612,True
1778,0.9385,0.9395,True
1779,0.9960,0.8712,True
