id,x_meas,y_meas,r_meas,x_tran,y_tran,r_tran
0.00000e+00,5.13090e+03,3.52370e+03,1.11800e+01,5.13013e+03,3.52269e+03,1.00296e+01
1.00000e+00,5.22290e+03,3.57610e+03,9.98000e+00,5.22294e+03,3.57588e+03,1.00298e+01
2.00000e+00,5.31590e+03,3.62930e+03,1.00400e+01,5.31576e+03,3.62907e+03,1.00297e+01
3.00000e+00,5.40850e+03,3.68250e+03,1.02000e+01,5.40857e+03,3.68226e+03,1.00293e+01
4.00000e+00,5.50150e+03,3.73550e+03,1.02000e+01,5.50138e+03,3.73544e+03,1.00288e+01
5.00000e+00,5.59450e+03,3.78850e+03,9.74000e+00,5.59417e+03,3.78861e+03,1.00278e+01
6.00000e+00,5.68670e+03,3.84190e+03,9.70000e+00,5.68695e+03,3.84178e+03,1.00268e+01
7.00000e+00,5.77950e+03,3.89550e+03,9.52000e+00,5.77972e+03,3.89494e+03,1.00252e+01
8.00000e+00,5.87250e+03,3.94850e+03,9.76000e+00,5.87246e+03,3.94810e+03,1.00236e+01
9.00000e+00,5.96550e+03,4.00150e+03,9.94000e+00,5.96518e+03,4.00123e+03,1.00216e+01
1.00000e+01,6.05770e+03,4.05430e+03,9.68000e+00,6.05788e+03,4.05436e+03,1.00195e+01
1.10000e+01,6.15070e+03,4.10750e+03,9.96000e+00,6.15055e+03,4.10747e+03,1.00170e+01
1.20000e+01,6.24390e+03,4.16030e+03,1.07400e+01,6.24319e+03,4.16056e+03,1.00144e+01
1.30000e+01,6.33630e+03,4.21330e+03,1.00000e+01,6.33580e+03,4.21363e+03,1.00116e+01
1.40000e+01,6.42850e+03,4.26650e+03,9.76000e+00,6.42837e+03,4.26669e+03,1.00087e+01
1.50000e+01,6.52050e+03,4.31950e+03,9.86000e+00,6.52091e+03,4.31972e+03,1.00055e+01
1.60000e+01,6.61350e+03,4.37270e+03,9.44000e+00,6.61341e+03,4.37274e+03,1.00022e+01
1.70000e+01,6.70590e+03,4.42530e+03,9.66000e+00,6.70587e+03,4.42573e+03,9.99888e+00
1.80000e+01,6.79850e+03,4.47850e+03,9.76000e+00,6.79829e+03,4.47870e+03,9.99556e+00
