id_dot,x_dot,y_dot,r_dot
800,5149.78,3722.96,10.0292
801,5055.88,3671.67,10.0286
802,5058.4,3778.62,10.0281
803,4964.51,3727.33,10.0274
804,4967.04,3834.27,10.0269
805,4873.15,3782.97,10.0259
806,4875.69,3889.9,10.0253
807,4781.81,3838.61,10.0239
808,4784.35,3945.52,10.0234
809,4690.5,3894.23,10.0218
810,4693.05,4001.12,10.021
811,4599.21,3949.83,10.0193
812,4601.77,4056.7,10.0185
813,4507.95,4005.41,10.0164
814,4510.52,4112.25,10.0157
815,4416.72,4060.96,10.0134
816,4419.3,4167.79,10.0126
817,4325.53,4116.5,10.01
818,4328.12,4223.29,10.0092
819,4234.38,4172.01,10.0064
820,4236.98,4278.78,10.0056
821,4143.26,4227.49,10.0027
822,4145.87,4334.23,10.0018
823,4052.19,4282.94,9.99863
824,4054.81,4389.65,9.99773
825,3961.16,4338.37,9.99443
826,3963.8,4445.04,9.99353
827,3870.18,4393.76,9.9901
828,3872.83,4500.4,9.989139999999999
829,3779.25,4449.12,9.985619999999999
830,3781.91,4555.73,9.98466
831,3688.36,4504.45,9.98099
832,3691.04,4611.03,9.98007
833,3597.53,4559.75,9.97632
834,3600.23,4666.29,9.97534
835,3506.75,4615.02,9.97146
836,3509.46,4721.52,9.97052
837,3416.02,4670.25,9.96652
838,3418.74,4776.71,9.965589999999999
839,3325.34,4725.44,9.96154
840,3328.08,4831.87,9.96053
841,3234.72,4780.6,9.9564
842,3237.48,4886.99,9.95538
843,3144.15,4835.73,9.95116
844,3146.93,4942.08,9.95011
845,3053.65,4890.81,9.94568
846,3056.44,4997.12,9.94464
847,2963.2,4945.86,9.9401
848,2966.0,5052.13,9.93896
849,2872.81,5000.87,9.934239999999999
850,2875.64,5107.1,9.933019999999999
851,2782.49,5055.84,9.9281
852,2785.34,5162.02,9.92672
853,2692.24,5110.76,9.921510000000001
854,2695.11,5216.89,9.91998
855,2602.06,5165.64,9.91443
856,5335.08,3718.59,10.0298
857,5337.59,3825.55,10.0292
858,5243.69,3774.26,10.0293
859,5246.2,3881.2,10.0288
860,5152.3,3829.91,10.0287
861,5154.82,3936.85,10.0281
862,5060.93,3885.56,10.0276
863,5063.45,3992.48,10.0269
864,4969.56,3941.19,10.0263
865,4972.09,4048.09,10.0255
866,4878.22,3996.81,10.0246
867,4880.76,4103.69,10.0238
868,4786.9,4052.41,10.0225
869,4789.44,4159.27,10.0217
870,4695.6,4107.98,10.0203
871,4698.15,4214.83,10.0194
872,4604.33,4163.54,10.0177
873,4606.89,4270.36,10.0167
874,4513.09,4219.07,10.0148
875,4515.66,4325.86,10.0138
876,4421.88,4274.58,10.0116
877,4424.47,4381.34,10.0106
878,4330.71,4330.06,10.0083
879,4333.31,4436.79,10.0072
880,4239.58,4385.51,10.0046
881,4242.2,4492.22,10.0034
882,4148.49,4440.93,10.0008
883,4151.12,4547.61,9.99963
884,4057.45,4496.33,9.9967
885,4060.09,4602.96,9.99558
886,3966.45,4551.69,9.99248
887,3969.11,4658.29,9.99137
888,3875.5,4607.01,9.9881
889,3878.17,4713.58,9.98702
890,3784.59,4662.31,9.98364
891,3787.28,4768.84,9.98252
892,3693.74,4717.57,9.97902
893,3696.44,4824.06,9.977889999999999
894,3602.93,4772.79,9.97432
895,3605.65,4879.25,9.973180000000001
896,3512.18,4827.98,9.96947
897,3514.91,4934.41,9.96835
898,3421.48,4883.14,9.96456
899,3424.23,4989.52,9.96343
900,3330.84,4938.26,9.95951
901,3333.6,5044.6,9.95839
902,3240.25,4993.34,9.95432
903,3243.03,5099.64,9.95312
904,3149.71,5048.38,9.949
905,3152.51,5154.65,9.94777
906,3059.24,5103.39,9.943480000000001
907,3062.06,5209.61,9.94219
908,2968.83,5158.35,9.9377
909,2971.66,5264.53,9.93635
910,2878.48,5213.28,9.93165
911,2881.34,5319.41,9.9301
912,2788.2,5268.15,9.925180000000001
913,5522.88,3821.17,10.0287
914,5525.37,3928.11,10.0281
915,5431.49,3876.83,10.0289
916,5433.98,3983.77,10.0281
917,5340.09,3932.49,10.0286
918,5342.59,4039.41,10.0279
919,5248.71,3988.13,10.0281
920,5251.21,4095.04,10.0273
921,5157.33,4043.76,10.0272
922,5159.84,4150.65,10.0264
923,5065.97,4099.38,10.0261
924,5068.49,4206.25,10.0252
925,4974.62,4154.97,10.0247
926,4977.15,4261.82,10.0237
927,4883.29,4210.55,10.0228
928,4885.83,4317.38,10.0218
929,4791.99,4266.11,10.0207
930,4794.54,4372.91,10.0196
931,4700.71,4321.64,10.0183
932,4703.27,4428.41,10.0172
933,4609.46,4377.14,10.0156
934,4612.03,4483.89,10.0144
935,4518.24,4432.62,10.0126
936,4520.83,4539.34,10.0114
937,4427.06,4488.07,10.0094
938,4429.66,4594.76,10.0082
939,4335.92,4543.49,10.0059
940,4338.53,4650.15,10.0047
941,4244.82,4598.88,10.0023
942,4247.44,4705.51,10.001
943,4153.76,4654.24,9.998460000000001
944,4156.4,4760.83,9.99717
945,4062.74,4709.56,9.99438
946,4065.4,4816.12,9.99307
947,3971.77,4764.85,9.990160000000001
948,3974.44,4871.37,9.98885
949,3880.85,4820.11,9.9858
950,3883.54,4926.59,9.98452
951,3789.97,4875.33,9.98135
952,3792.68,4981.78,9.98005
953,3699.15,4930.52,9.97673
954,3701.87,5036.93,9.97545
955,3608.38,4985.67,9.97202
956,3611.12,5092.04,9.97074
957,3517.66,5040.78,9.96718
958,3520.41,5147.12,9.965910000000001
959,3426.99,5095.86,9.96223
960,3429.76,5202.15,9.960930000000001
961,3336.38,5150.9,9.95715
962,3339.17,5257.15,9.955860000000001
963,3245.82,5205.9,9.95192
964,3248.63,5312.11,9.950560000000001
965,3155.33,5260.86,9.946480000000001
966,3158.15,5367.03,9.945030000000001
967,3064.89,5315.78,9.94078
968,3067.74,5421.9,9.93925
969,2974.52,5370.66,9.9348
970,5710.63,3923.72,10.0266
971,5713.1,4030.65,10.0258
972,5619.25,3979.38,10.027
973,5621.72,4086.3,10.0262
974,5527.86,4035.04,10.0273
975,5530.34,4141.94,10.0264
976,5436.47,4090.68,10.0272
977,5438.96,4197.56,10.0264
978,5345.09,4146.31,10.0269
979,5347.58,4253.18,10.026
980,5253.72,4201.92,10.0264
981,5256.21,4308.77,10.0252
982,5162.35,4257.51,10.0254
983,5164.86,4364.34,10.0242
984,5071.0,4313.09,10.0241
985,5073.52,4419.9,10.0229
986,4979.68,4368.64,10.0225
987,4982.2,4475.43,10.0213
988,4888.37,4424.17,10.0207
989,4890.91,4530.93,10.0193
990,4797.08,4479.68,10.0184
991,4799.64,4586.41,10.017
992,4705.83,4535.15,10.0159
993,4708.39,4641.86,10.0145
994,4614.61,4590.6,10.0131
995,4617.19,4697.27,10.0117
996,4523.42,4646.02,10.0101
997,4526.01,4752.66,10.0086
998,4432.26,4701.41,10.0068
999,4434.87,4808.02,10.0054
1000,4341.15,4756.77,10.0033
1001,4343.77,4863.34,10.0019
1002,4250.08,4812.09,9.99963
1003,4252.72,4918.63,9.99819
1004,4159.05,4867.38,9.99575
1005,4161.7,4973.88,9.99434
1006,4068.06,4922.63,9.991719999999999
1007,4070.74,5029.1,9.9903
1008,3977.13,4977.85,9.98749
1009,3979.81,5084.28,9.9861
1010,3886.24,5033.03,9.983189999999999
1011,3888.94,5139.43,9.98177
1012,3795.39,5088.18,9.978710000000001
1013,3798.12,5194.53,9.97729
1014,3704.6,5143.29,9.97415
1015,3707.34,5249.61,9.972719999999999
1016,3613.86,5198.37,9.9694
1017,3616.62,5304.64,9.967989999999999
1018,3523.18,5253.4,9.96459
1019,3525.95,5359.64,9.96312
1020,3432.54,5308.4,9.959589999999999
1021,3435.33,5414.59,9.958110000000001
1022,3341.97,5363.36,9.954419999999999
1023,3344.78,5469.51,9.952910000000001
1024,3251.45,5418.27,9.949069999999999
1025,3254.28,5524.38,9.94747
1026,3160.99,5473.15,9.94347
1027,5898.31,4026.24,10.0232
1028,5900.76,4133.13,10.0224
1029,5806.94,4081.9,10.0241
1030,5809.39,4188.78,10.0233
1031,5715.57,4137.55,10.0249
1032,5718.02,4244.42,10.024
1033,5624.19,4193.18,10.0253
1034,5626.65,4300.04,10.0243
1035,5532.81,4248.81,10.0255
1036,5535.27,4355.65,10.0244
1037,5441.43,4304.42,10.0253
1038,5443.91,4411.24,10.0242
1039,5350.07,4360.01,10.0249
1040,5352.55,4466.81,10.0237
1041,5258.71,4415.59,10.0241
1042,5261.2,4522.37,10.0228
1043,5167.36,4471.14,10.023
1044,5169.86,4577.89,10.0216
1045,5076.03,4526.67,10.0216
1046,5078.55,4633.4,10.0202
1047,4984.73,4582.17,10.0199
1048,4987.25,4688.87,10.0184
1049,4893.44,4637.65,10.0179
1050,4895.98,4744.32,10.0164
1051,4802.19,4693.1,10.0156
1052,4804.74,4799.74,10.014
1053,4710.96,4748.51,10.013
1054,4713.53,4855.13,10.0115
1055,4619.77,4803.9,10.0102
1056,4622.35,4910.48,10.0086
1057,4528.61,4859.25,10.0071
1058,4531.21,4965.8,10.0055
1059,4437.48,4914.58,10.0038
1060,4440.1,5021.09,10.0022
1061,4346.4,4969.86,10.0003
1062,4349.03,5076.34,9.99868
1063,4255.36,5025.12,9.99666
1064,4258.01,5131.56,9.99507
1065,4164.37,5080.33,9.99277
1066,4167.03,5186.74,9.99119
1067,4073.41,5135.51,9.98877
1068,4076.1,5241.88,9.987110000000001
1069,3982.51,5190.66,9.98457
1070,3985.21,5296.99,9.98303
1071,3891.65,5245.77,9.980260000000001
1072,3894.37,5352.06,9.97867
1073,3800.84,5300.84,9.975810000000001
1074,3803.58,5407.09,9.97424
1075,3710.09,5355.87,9.97123
1076,3712.84,5462.08,9.96964
1077,3619.38,5410.87,9.9665
1078,3622.16,5517.04,9.9649
1079,3528.73,5465.82,9.96158
1080,3531.52,5571.95,9.95999
1081,3438.14,5520.73,9.95652
1082,3440.95,5626.82,9.9549
1083,3347.6,5575.6,9.95128
1084,6085.9,4128.7,10.0191
1085,6088.32,4235.56,10.0182
1086,5994.55,4184.35,10.0204
1087,5996.98,4291.21,10.0194
1088,5903.2,4240.0,10.0215
1089,5905.62,4346.84,10.0205
1090,5811.83,4295.64,10.0223
1091,5814.26,4402.46,10.0212
1092,5720.47,4351.26,10.0229
1093,5722.9,4458.07,10.0217
1094,5629.1,4406.87,10.0232
1095,5631.54,4513.65,10.022
1096,5537.73,4462.46,10.0232
1097,5540.18,4569.23,10.0219
1098,5446.37,4518.03,10.0229
1099,5448.83,4624.77,10.0215
1100,5355.02,4573.58,10.0223
1101,5357.49,4680.3,10.0208
1102,5263.68,4629.11,10.0214
1103,5266.17,4735.8,10.0198
1104,5172.36,4684.61,10.0202
1105,5174.86,4791.28,10.0186
1106,5081.06,4740.08,10.0187
1107,5083.57,4846.73,10.017
1108,4989.78,4795.53,10.0169
1109,4992.3,4902.14,10.0152
1110,4898.52,4850.95,10.0147
1111,4901.06,4957.53,10.0131
1112,4807.29,4906.34,10.0125
1113,4809.85,5012.88,10.0107
1114,4716.1,4961.69,10.0098
1115,4718.67,5068.21,10.0081
1116,4624.93,5017.01,10.007
1117,4627.52,5123.49,10.0052
1118,4533.81,5072.3,10.0039
1119,4536.41,5178.75,10.0021
1120,4442.72,5127.55,10.0006
1121,4445.34,5233.96,9.99873
1122,4351.67,5182.77,9.99702
1123,4354.31,5289.14,9.99531
1124,4260.66,5237.95,9.99333
1125,4263.32,5344.29,9.99158
1126,4169.7,5293.09,9.9895
1127,4172.38,5399.39,9.98784
1128,4078.79,5348.2,9.985489999999999
1129,4081.48,5454.46,9.98376
1130,3987.92,5403.27,9.98135
1131,3990.63,5509.49,9.97963
1132,3897.09,5458.3,9.97706
1133,3899.82,5564.48,9.97531
1134,3806.32,5513.29,9.9726
1135,3809.07,5619.43,9.97085
1136,3715.6,5568.24,9.96798
1137,3718.37,5674.34,9.966239999999999
1138,3624.94,5623.15,9.96321
1139,3627.73,5729.21,9.9614
1140,3534.32,5678.02,9.958219999999999
1141,6273.38,4231.1,10.0142
1142,6275.77,4337.92,10.0133
1143,6182.06,4286.75,10.0158
1144,6184.45,4393.56,10.0149
1145,6090.73,4342.39,10.0173
1146,6093.12,4449.19,10.0162
1147,5999.39,4398.02,10.0184
1148,6001.79,4504.81,10.0173
1149,5908.04,4453.64,10.0193
1150,5910.44,4560.41,10.0181
1151,5816.68,4509.25,10.02
1152,5819.1,4616.0,10.0188
1153,5725.33,4564.83,10.0205
1154,5727.75,4671.56,10.0191
1155,5633.98,4620.4,10.0206
1156,5636.4,4727.11,10.0192
1157,5542.63,4675.95,10.0205
1158,5545.07,4782.64,10.0189
1159,5451.29,4731.48,10.0201
1160,5453.74,4838.14,10.0185
1161,5359.96,4786.98,10.0193
1162,5362.42,4893.61,10.0177
1163,5268.64,4842.45,10.0183
1164,5271.12,4949.06,10.0166
1165,5177.35,4897.9,10.0169
1166,5179.84,5004.48,10.0153
1167,5086.07,4953.32,10.0154
1168,5088.58,5059.86,10.0136
1169,4994.82,5008.71,10.0135
1170,4997.34,5115.22,10.0117
1171,4903.6,5064.06,10.0113
1172,4906.13,5170.54,10.0094
1173,4812.4,5119.38,10.0089
1174,4814.96,5225.83,10.007
1175,4721.24,5174.67,10.0062
1176,4723.81,5281.08,10.0044
1177,4630.11,5229.92,10.0034
1178,4632.7,5336.3,10.0015
1179,4539.02,5285.14,10.0003
1180,4541.62,5391.48,9.998389999999999
1181,4447.96,5340.32,9.997
1182,4450.59,5446.62,9.99512
1183,4356.95,5395.46,9.99348
1184,4359.6,5501.73,9.99158
1185,4265.98,5450.57,9.98977
1186,4268.65,5556.8,9.98789
1187,4175.06,5505.64,9.98589
1188,4177.74,5611.83,9.984060000000001
1189,4084.18,5560.67,9.98195
1190,4086.88,5666.82,9.9801
1191,3993.34,5615.66,9.9778
1192,3996.07,5721.77,9.9759
1193,3902.56,5670.61,9.97349
1194,3905.3,5776.68,9.971589999999999
1195,3811.83,5725.52,9.96903
1196,3814.59,5831.55,9.9671
1197,3721.15,5780.39,9.964319999999999
1198,6460.73,4333.43,10.0088
1199,6463.09,4440.21,10.008
1200,6369.44,4389.08,10.0106
1201,6371.8,4495.85,10.0097
1202,6278.14,4444.71,10.0124
1203,6280.51,4551.47,10.0113
1204,6186.83,4500.34,10.0138
1205,6189.2,4607.08,10.0127
1206,6095.51,4555.95,10.0151
1207,6097.88,4662.68,10.0139
1208,6004.17,4611.55,10.0161
1209,6006.55,4718.26,10.0148
1210,5912.84,4667.14,10.0169
1211,5915.22,4773.82,10.0156
1212,5821.5,4722.7,10.0174
1213,5823.89,4829.37,10.0159
1214,5730.16,4778.25,10.0177
1215,5732.56,4884.89,10.0161
1216,5638.83,4833.77,10.0177
1217,5641.24,4940.39,10.016
1218,5547.5,4889.27,10.0174
1219,5549.93,4995.86,10.0157
1220,5456.18,4944.75,10.0168
1221,5458.62,5051.31,10.0151
1222,5364.88,5000.19,10.0159
1223,5367.33,5106.73,10.0141
1224,5273.59,5055.61,10.0148
1225,5276.06,5162.11,10.013
1226,5182.33,5111.0,10.0134
1227,5184.81,5217.47,10.0115
1228,5091.08,5166.35,10.0117
1229,5093.58,5272.79,10.0098
1230,4999.86,5221.68,10.0098
1231,5002.38,5328.08,10.0078
1232,4908.67,5276.97,10.0076
1233,4911.21,5383.34,10.0056
1234,4817.51,5332.22,10.0051
1235,4820.06,5438.56,10.0031
1236,4726.38,5387.44,10.0024
1237,4728.95,5493.74,10.0004
1238,4635.29,5442.62,9.99949
1239,4637.88,5548.89,9.99751
1240,4544.23,5497.77,9.99644
1241,4546.84,5603.99,9.99436
1242,4453.22,5552.87,9.99307
1243,4455.85,5659.06,9.99111
1244,4362.24,5607.94,9.9896
1245,4364.89,5714.1,9.98762
1246,4271.31,5662.97,9.98599
1247,4273.98,5769.09,9.983939999999999
1248,4180.42,5717.96,9.9821
1249,4183.11,5824.04,9.98018
1250,4089.58,5772.91,9.97816
1251,4092.29,5878.95,9.97606
1252,3998.79,5827.82,9.97396
1253,4001.52,5933.81,9.9719
1254,3908.05,5882.69,9.96959
1255,6647.95,4435.69,10.0031
1256,6650.27,4542.42,10.0022
1257,6556.7,4491.33,10.0051
1258,6559.03,4598.05,10.0042
1259,6465.43,4546.96,10.007
1260,6467.76,4653.67,10.0059
1261,6374.15,4602.58,10.0087
1262,6376.48,4709.27,10.0075
1263,6282.86,4658.19,10.0102
1264,6285.19,4764.86,10.009
1265,6191.55,4713.78,10.0114
1266,6193.89,4820.44,10.0102
1267,6100.24,4769.36,10.0126
1268,6102.59,4876.0,10.0113
1269,6008.92,4824.92,10.0134
1270,6011.28,4931.54,10.0121
1271,5917.6,4880.47,10.0141
1272,5919.96,4987.06,10.0125
1273,5826.28,4935.99,10.0145
1274,5828.65,5042.56,10.0128
1275,5734.96,4991.48,10.0145
1276,5737.35,5098.03,10.0129
1277,5643.65,5046.96,10.0144
1278,5646.05,5153.47,10.0126
1279,5552.35,5102.4,10.014
1280,5554.76,5208.89,10.0122
1281,5461.06,5157.82,10.0133
1282,5463.49,5264.28,10.0114
1283,5369.78,5213.21,10.0122
1284,5372.23,5319.64,10.0104
1285,5278.53,5268.56,10.0111
1286,5280.99,5374.96,10.009
1287,5187.29,5323.89,10.0095
1288,5189.77,5430.25,10.0075
1289,5096.08,5379.18,10.0078
1290,5098.58,5485.51,10.0057
1291,5004.9,5434.43,10.0057
1292,5007.41,5540.73,10.0036
1293,4913.74,5489.65,10.0035
1294,4916.27,5595.91,10.0014
1295,4822.62,5544.84,10.001
1296,4825.17,5651.06,9.99885
1297,4731.53,5599.99,9.99832
1298,4734.1,5706.17,9.996189999999999
1299,4640.47,5655.1,9.995410000000001
1300,4643.06,5761.25,9.99329
1301,4549.46,5710.17,9.99233
1302,4552.07,5816.28,9.990160000000001
1303,4458.48,5765.2,9.98904
1304,4461.11,5871.27,9.986889999999999
1305,4367.54,5820.19,9.9855
1306,4370.2,5926.22,9.98345
1307,4276.65,5875.14,9.98188
1308,4279.33,5981.13,9.97966
1309,4185.81,5930.05,9.978
1310,4188.5,6036.0,9.97583
1311,4095.01,5984.92,9.973989999999999
1312,6835.02,4537.87,9.9969
1313,6837.32,4644.55,9.99597
1314,6743.81,4593.5,9.99912
1315,6746.11,4700.17,9.99814
1316,6652.59,4649.12,10.0011
1317,6654.88,4755.78,10.0001
1318,6561.34,4704.73,10.0031
1319,6563.64,4811.38,10.002
1320,6470.08,4760.33,10.0048
1321,6472.38,4866.96,10.0036
1322,6378.8,4815.92,10.0063
1323,6381.11,4922.53,10.005
1324,6287.52,4871.5,10.0077
1325,6289.83,4978.09,10.0063
1326,6196.23,4927.05,10.0088
1327,6198.55,5033.62,10.0074
1328,6104.93,4982.59,10.0098
1329,6107.26,5089.14,10.0083
1330,6013.63,5038.11,10.0105
1331,6015.97,5144.63,10.0088
1332,5922.32,5093.61,10.011
1333,5924.67,5200.1,10.0093
1334,5831.02,5149.08,10.0112
1335,5833.39,5255.54,10.0094
1336,5739.73,5204.52,10.0111
1337,5742.11,5310.96,10.0093
1338,5648.45,5259.94,10.0109
1339,5650.84,5366.35,10.0089
1340,5557.17,5315.33,10.0103
1341,5559.58,5421.71,10.0083
1342,5465.91,5370.68,10.0095
1343,5468.33,5477.03,10.0074
1344,5374.67,5426.01,10.0084
1345,5377.11,5532.32,10.0063
1346,5283.45,5481.3,10.0071
1347,5285.9,5587.58,10.0049
1348,5192.25,5536.56,10.0055
1349,5194.72,5642.81,10.0033
1350,5101.07,5591.78,10.0036
1351,5103.57,5698.0,10.0014
1352,5009.93,5646.97,10.0015
1353,5012.44,5753.15,9.99934
1354,4918.81,5702.12,9.99929
1355,4921.34,5808.26,9.99705
1356,4827.72,5757.23,9.99675
1357,4830.27,5863.33,9.99451
1358,4736.67,5812.3,9.99404
1359,4739.24,5918.37,9.9918
1360,4645.66,5867.34,9.99109
1361,4648.25,5973.37,9.98884
1362,4554.68,5922.33,9.988010000000001
1363,4557.3,6028.32,9.98569
1364,4463.75,5977.28,9.98467
1365,4466.38,6083.23,9.9824
1366,4372.85,6032.19,9.98118
1367,4375.51,6138.1,9.97891
1368,4282.01,6087.06,9.97749
1369,7021.95,4639.96,9.99033
1370,7024.21,4746.59,9.98933
1371,6930.78,4695.58,9.99272
1372,6933.04,4802.2,9.99175
1373,6839.59,4751.19,9.99497
1374,6841.85,4857.8,9.99385
1375,6748.39,4806.8,9.99705
1376,6750.65,4913.39,9.99587
1377,6657.16,4862.39,9.99897
1378,6659.43,4968.97,9.99778
1379,6565.92,4917.98,10.0007
1380,6568.19,5024.53,9.99949
1381,6474.67,4973.54,10.0023
1382,6476.95,5080.08,10.001
1383,6383.41,5029.1,10.0037
1384,6385.69,5135.61,10.0023
1385,6292.14,5084.63,10.0049
1386,6294.43,5191.12,10.0034
1387,6200.86,5140.14,10.0059
1388,6203.16,5246.61,10.0043
1389,6109.58,5195.63,10.0067
1390,6111.89,5302.08,10.005
1391,6018.3,5251.1,10.0072
1392,6020.62,5357.52,10.0055
1393,5927.02,5306.54,10.0075
1394,5929.35,5412.93,10.0057
1395,5835.74,5361.96,10.0075
1396,5838.09,5468.32,10.0057
1397,5744.48,5417.35,10.0074
1398,5746.84,5523.68,10.0054
1399,5653.22,5472.71,10.007
1400,5655.6,5579.01,10.005
1401,5561.98,5528.03,10.0063
1402,5564.38,5634.3,10.0042
1403,5470.75,5583.32,10.0054
1404,5473.17,5689.56,10.0032
1405,5379.54,5638.58,10.0042
1406,5381.98,5744.79,10.002
1407,5288.36,5693.81,10.0029
1408,5290.81,5799.98,10.0006
1409,5197.19,5749.0,10.0011
1410,5199.66,5855.13,9.99893
1411,5106.06,5804.15,9.999239999999999
1412,5108.55,5910.25,9.99695
1413,5014.95,5859.27,9.99717
1414,5017.46,5965.32,9.9948
1415,4923.87,5914.34,9.994819999999999
1416,4926.4,6020.36,9.99248
1417,4832.83,5969.38,9.99221
1418,4835.38,6075.36,9.98992
1419,4741.82,6024.38,9.98953
1420,4744.39,6130.32,9.987110000000001
1421,4650.84,6079.33,9.98655
1422,4653.44,6185.23,9.9842
1423,4559.91,6134.24,9.983419999999999
1424,4562.53,6240.1,9.98105
1425,4469.02,6189.11,9.98005
1426,7208.71,4741.96,9.983130000000001
1427,7210.93,4848.53,9.98198
1428,7117.59,4797.57,9.98577
1429,7119.81,4904.13,9.98462
1430,7026.45,4853.18,9.98826
1431,7028.67,4959.73,9.987110000000001
1432,6935.28,4908.78,9.99058
1433,6937.51,5015.31,9.98938
1434,6844.1,4964.36,9.9927
1435,6846.33,5070.88,9.991430000000001
1436,6752.9,5019.94,9.99465
1437,6755.13,5126.44,9.99346
1438,6661.68,5075.5,9.99648
1439,6663.92,5181.98,9.99509
1440,6570.45,5131.04,9.99814
1441,6572.7,5237.51,9.9967
1442,6479.21,5186.57,9.99958
1443,6481.47,5293.01,9.99807
1444,6387.96,5242.08,10.0008
1445,6390.23,5348.5,9.999239999999999
1446,6296.71,5297.57,10.0018
1447,6298.98,5403.96,10.0002
1448,6205.45,5353.03,10.0028
1449,6207.73,5459.4,10.001
1450,6114.19,5408.47,10.0033
1451,6116.49,5514.81,10.0015
1452,6022.94,5463.88,10.0037
1453,6025.24,5570.19,10.0019
1454,5931.68,5519.27,10.0038
1455,5934.0,5625.55,10.0019
1456,5840.44,5574.63,10.0038
1457,5842.77,5680.88,10.0018
1458,5749.2,5629.95,10.0034
1459,5751.55,5736.17,10.0014
1460,5657.98,5685.25,10.0029
1461,5660.35,5791.43,10.0008
1462,5566.77,5740.51,10.0021
1463,5569.15,5846.66,9.99993
1464,5475.58,5795.74,10.0011
1465,5477.98,5901.85,9.99888
1466,5384.4,5850.93,9.99985
1467,5386.83,5957.01,9.99756
1468,5293.25,5906.08,9.998389999999999
1469,5295.7,6012.13,9.99602
1470,5202.13,5961.2,9.99658
1471,5204.59,6067.21,9.99424
1472,5111.03,6016.28,9.99465
1473,5113.52,6122.25,9.99221
1474,5019.97,6071.32,9.9925
1475,5022.47,6177.25,9.990110000000001
1476,4928.93,6126.32,9.99014
1477,4931.46,6232.21,9.98772
1478,4837.93,6181.28,9.98755
1479,4840.48,6287.12,9.98508
1480,4746.96,6236.19,9.98472
1481,4749.53,6341.99,9.98223
1482,4656.03,6291.06,9.981689999999999
1483,7395.29,4843.85,9.9748
1484,7397.47,4950.37,9.97344
1485,7304.23,4899.46,9.97788
1486,7306.41,5005.96,9.97654
1487,7213.13,4955.06,9.98071
1488,7215.31,5061.55,9.97937
1489,7122.02,5010.65,9.98335
1490,7124.2,5117.13,9.98196
1491,7030.88,5066.23,9.98584
1492,7033.07,5172.69,9.98442
1493,6939.72,5121.8,9.98804
1494,6941.91,5228.24,9.98665
1495,6848.54,5177.35,9.99014
1496,6850.74,5283.78,9.9887
1497,6757.35,5232.89,9.99194
1498,6759.56,5339.3,9.9905
1499,6666.15,5288.41,9.99363
1500,6668.36,5394.8,9.99214
1501,6574.93,5343.92,9.99519
1502,6577.15,5450.27,9.99351
1503,6483.71,5399.4,9.99651
1504,6485.94,5505.73,9.99478
1505,6392.48,5454.86,9.997530000000001
1506,6394.72,5561.17,9.9958
1507,6301.24,5510.29,9.998489999999999
1508,6303.5,5616.58,9.99656
1509,6210.01,5565.71,9.99917
1510,6212.27,5671.96,9.99729
1511,6118.77,5621.09,9.99963
1512,6121.05,5727.31,9.99766
1513,6027.54,5676.45,9.99995
1514,6029.84,5782.64,9.99785
1515,5936.32,5731.77,9.9999
1516,5938.63,5837.93,9.9978
1517,5845.11,5787.07,9.99971
1518,5847.43,5893.19,9.997580000000001
1519,5753.9,5842.33,9.99929
1520,5756.24,5948.42,9.99705
1521,5662.71,5897.56,9.998610000000001
1522,5665.07,6003.62,9.996360000000001
1523,5571.54,5952.75,9.99766
1524,5573.92,6058.77,9.995410000000001
1525,5480.38,6007.91,9.99658
1526,5482.78,6113.89,9.99426
1527,5389.25,6063.03,9.99519
1528,5391.67,6168.98,9.9928
1529,5298.14,6118.11,9.99365
1530,5300.58,6224.02,9.99128
1531,5207.06,6173.15,9.99185
1532,5209.52,6279.02,9.98943
1533,5116.0,6228.15,9.98982
1534,5118.48,6333.98,9.9873
1535,5024.98,6283.11,9.98765
1536,5027.48,6388.89,9.98508
1537,4933.98,6338.02,9.98518
1538,4936.51,6443.76,9.98264
1539,4843.03,6392.89,9.9825
1540,7581.66,4945.63,9.964789999999999
1541,7583.79,5052.08,9.96296
1542,7490.66,5001.24,9.96853
1543,7492.79,5107.67,9.96677
1544,7399.63,5056.83,9.97185
1545,7401.76,5163.25,9.97021
1546,7308.56,5112.42,9.975
1547,7310.7,5218.83,9.97332
1548,7217.48,5167.99,9.97781
1549,7219.62,5274.39,9.97622
1550,7126.37,5223.55,9.98049
1551,7128.52,5329.93,9.97883
1552,7035.24,5279.1,9.98284
1553,7037.39,5385.46,9.98125
1554,6944.09,5334.63,9.98506
1555,6946.25,5440.97,9.983419999999999
1556,6852.93,5390.15,9.987060000000001
1557,6855.09,5496.47,9.9853
1558,6761.75,5445.65,9.98884
1559,6763.93,5551.94,9.987110000000001
1560,6670.56,5501.12,9.99048
1561,6672.75,5607.4,9.988669999999999
1562,6579.36,5556.58,9.9918
1563,6581.56,5662.83,9.989939999999999
1564,6488.16,5612.01,9.992939999999999
1565,6490.37,5718.23,9.991060000000001
1566,6396.95,5667.42,9.99392
1567,6399.17,5773.61,9.99202
1568,6305.74,5722.8,9.99475
1569,6307.97,5828.96,9.99272
1570,6214.53,5778.15,9.99531
1571,6216.78,5884.29,9.993210000000001
1572,6123.32,5833.48,9.99563
1573,6125.59,5939.58,9.99351
1574,6032.12,5888.77,9.99578
1575,6034.4,5994.84,9.99351
1576,5940.93,5944.03,9.995610000000001
