spotId,x,y,r
1,-7.121412117453248,6.251971449791438,0.750886
2,-14.056074363126475,2.2630974744579615,0.750811
3,-7.13431942095023,-1.7496143737655883,0.750919
4,-14.068776181044546,-5.7377714522755925,0.750837
5,-7.147253869925585,-9.750623463196712,0.750942
6,-14.0815447188182,-13.738888336749051,0.750874
7,-7.160271581649206,-17.75116108597585,0.750978
8,-14.094462049176126,-21.73891236362998,0.750895
9,-7.172652817467166,-25.751402543991002,0.750986
10,-14.106679479125837,-29.73850987906688,0.75091
11,-7.185867401010251,-33.750550015867795,0.751025
12,-14.119873788237799,-37.73739205620184,0.750971
13,-7.199268583850491,-41.74914381882207,0.75107
14,-14.1325093592488,-45.73480029433022,0.750949
15,-7.2120415719894115,-49.74602233271363,0.751025
16,-14.14518319224489,-53.73104687105822,0.750966
17,-7.225703164791691,-57.74128879681564,0.751071
18,-14.158128285915117,-61.72537914795615,0.750995
19,-7.2388197796611164,-65.73539361704066,0.751101
20,-14.171310790135667,-69.71860340576707,0.751023
21,-7.252887208386955,-73.72843798347128,0.75108
22,-14.183906964897929,-77.7103540808517,0.751003
23,-7.266396765098398,-81.71928449486161,0.751134
24,-14.19756451633436,-85.70070536587811,0.751069
25,-7.280941178714335,-89.70811938109132,0.751121
26,-14.210722775450304,-93.68844696742731,0.751083
27,-7.294954987616321,-97.69593898782607,0.75119
28,-14.224171833676765,-101.67561382922729,0.751073
29,-7.309240943984431,-105.68149683540982,0.751172
30,-14.237920588051317,-109.66058961935508,0.751202
31,-7.323840301522978,-113.66637295423547,0.751327
32,-14.252114217502344,-117.64461641312278,0.751286
33,-7.338783077620606,-121.65008977034165,0.751428
34,-14.266690901671293,-125.62823738028528,0.751407
35,-7.354055487346231,-129.63349637039562,0.751486
36,-14.280887807070009,-133.61050319583916,0.75153
37,-7.369702402372841,-137.6152814506605,0.751767
38,-14.296384859089931,-141.59334534271437,0.751799
39,-7.385772441226272,-145.59862125202028,0.75193
40,-14.311602529060423,-149.57614844407954,0.751979
41,-7.401501516215553,-153.5810559375177,0.752159
42,-14.327334655995983,-157.5586577483251,0.752262
43,-7.418420690112448,-161.564577791317,0.752503
44,-14.343643898386489,-165.54365529414162,0.752644
45,-7.435076746968593,-169.55014772296755,0.752841
46,-14.360562985021238,-173.5289880899171,0.75297
47,-7.452981058208046,-177.5361053539014,0.753293
48,-14.378120624780651,-181.5171730695979,0.753478
49,-7.470666943678776,-185.52548154353093,0.753717
50,-14.395605003688521,-189.5070639089485,0.753993
51,-7.4889270966746855,-193.51697777505944,0.754406
52,-14.413898527336395,-197.50053146687887,0.754657
53,-7.507819214566151,-201.51240699837302,0.755031
54,-14.432974537953628,-205.49776648729468,0.75541
55,-7.527368615040781,-209.511843976756,0.755881
56,-14.452967619209458,-213.49990304788787,0.756338
57,-7.54691435389431,-217.5169835212811,0.757052
58,-20.964846521275444,14.276962056189074,0.750634
59,-27.898609066210682,10.287905148806168,0.750521
60,-20.977966373196132,6.276317620813049,0.750675
61,-27.911553912080024,2.287202166664519,0.750562
62,-20.990408381486414,-1.7251790049364455,0.75071
63,-27.923819477450493,-5.713663582156994,0.750599
64,-21.00296551940672,-9.72616291946637,0.750744
65,-27.936170735421996,-13.71402727596144,0.750632
66,-21.01561291660104,-17.726713387371817,0.750769
67,-27.948686775541482,-21.713245164557062,0.750656
68,-21.027592830890814,-25.72608470246932,0.750791
69,-27.960713905585216,-29.713034573225446,0.750704
70,-21.04056607075344,-33.725380067254264,0.750849
71,-27.97298103042534,-37.711260724302825,0.75071
72,-21.052296180037235,-41.72319389949544,0.750846
73,-27.984461473384652,-45.70754503673122,0.750714
74,-21.06474385129129,-49.71981939547502,0.750854
75,-27.996238142547213,-53.7032157116868,0.750752
76,-21.07673044637083,-57.7151579557836,0.750878
77,-28.008291113445736,-61.69759908967084,0.750787
78,-21.089739672044093,-65.7085608606263,0.75092
79,-28.019866677684444,-69.69076254856829,0.750765
80,-21.10221102560138,-73.70066252238666,0.750888
81,-28.031630697572375,-77.68178749497297,0.750847
82,-21.114182617644495,-81.6916442533481,0.750976
83,-28.043824238759328,-85.67141517671028,0.750825
84,-21.127232031684844,-89.68032044338477,0.750947
85,-28.055512669738974,-93.65997596337517,0.750892
86,-21.13982487541671,-97.6682033446209,0.751005
87,-28.067540730299438,-101.64625436745222,0.750884
88,-21.15269987213821,-105.65367256132862,0.751043
89,-28.080048500534563,-109.63087164136974,0.751035
90,-21.166089161689627,-113.63800917626546,0.751169
91,-28.092338395419976,-117.61501091710127,0.751122
92,-21.179163136414232,-121.62179445555631,0.75128
93,-28.105878100346295,-125.5987962747837,0.751206
94,-21.19267859368735,-129.60440280081917,0.75134
95,-28.11914592834799,-133.5805787034649,0.751429
96,-21.207452595292466,-137.58730395472148,0.751648
97,-28.13247338355811,-141.5638353455349,0.751636
98,-21.222139570778445,-145.569975491174,0.751801
99,-28.147112946059128,-149.54685081427073,0.751837
100,-21.237346478326373,-153.5525865296898,0.752049
101,-28.161722174827975,-157.52979247560745,0.752158
102,-21.252470864522266,-161.53639086551817,0.752407
103,-28.177178274447108,-165.51457560024576,0.752525
104,-21.26908340953917,-169.52146636815067,0.752727
105,-28.19341225905695,-173.5002836955565,0.752891
106,-21.2856299293105,-177.50850703474705,0.753205
107,-28.21059854081403,-181.48836113833934,0.753359
108,-21.30301530662221,-185.4974088274848,0.753631
109,-28.22794363281299,-189.47890099744836,0.75396
110,-21.32052128188705,-193.48937023811774,0.754335
111,-28.2457269615735,-197.47305654882976,0.754584
112,-21.339754698571664,-201.48491261211242,0.754964
113,-28.265384265559447,-205.47072346487857,0.755377
114,-21.359280509292944,-209.48466064142525,0.755828
115,-34.806236824632116,22.300722935476852,0.750314
116,-41.73881630392859,18.311530138365292,0.750169
117,-34.81947148144432,14.300057604085703,0.750354
118,-41.75180444330054,10.311520928463812,0.750206
119,-34.83211013316066,6.299404373426531,0.750391
120,-41.764234135068975,2.3114871678772264,0.750245
121,-34.84487376486198,-1.700631939754056,0.750427
122,-41.776866347943105,-5.688723362278592,0.750279
123,-34.85700667151411,-9.700877668216464,0.750462
124,-41.78898037652028,-13.688478902660316,0.750323
125,-34.86858697266058,-17.70070502938109,0.750501
126,-41.8005213694023,-21.687877726059657,0.750351
127,-34.881185441814026,-25.700325205344157,0.750537
128,-41.8120873002675,-29.68614907656676,0.750366
129,-34.892401740371845,-33.698921588620195,0.750546
130,-41.823093429932406,-37.68341229086053,0.750401
131,-34.904374451696675,-41.69567339737671,0.750567
132,-41.834443653402296,-45.679931602033065,0.750431
133,-34.915192184720304,-49.69172803354049,0.750598
134,-41.845344261449945,-53.67500440517956,0.750473
135,-34.92704447723103,-57.68643369215751,0.750643
136,-41.8558143609132,-61.668765027327225,0.750468
137,-34.937711001808346,-65.67988385543234,0.75063
138,-41.86640189201291,-69.66098778905702,0.750516
139,-34.94925230430786,-73.67184572496895,0.75068
140,-41.87681102946515,-77.6517230570434,0.750545
141,-34.960558771652956,-81.66239472375109,0.7507
142,-41.88741377293823,-85.64120110972593,0.750587
143,-34.97135846587622,-89.65023646718473,0.75075
144,-41.89849004969736,-93.62849544129769,0.750594
145,-34.98328816066933,-97.63740681973037,0.750739
146,-41.90913823661358,-101.61413842911728,0.750709
147,-34.99410552867837,-105.62317247376936,0.750879
148,-41.920536174646465,-109.59934202160248,0.750798
149,-35.00633793779933,-113.60781844919441,0.750963
150,-41.931755224887155,-117.58386066546265,0.750925
151,-35.01838292519374,-121.59118929497573,0.751086
152,-41.94351017217719,-125.56698580178063,0.750993
153,-35.030874453936015,-129.5738721052234,0.7512
154,-41.95533537555532,-133.54974949814167,0.751294
155,-35.044246622962326,-137.55688177448948,0.751474
156,-41.968049749548925,-141.53270572567527,0.75145
157,-35.05756178762847,-145.5397797984691,0.751644
158,-41.981471414029976,-149.51550986267335,0.751694
159,-35.07158686860438,-153.5229021942578,0.751925
160,-41.9958585876491,-157.49935161742087,0.752047
161,-35.08655099519328,-161.50673193401855,0.752303
162,-42.010564782249276,-165.48497088228734,0.752368
163,-35.10167577587276,-169.49230181550843,0.752611
164,-42.02551990807589,-173.47082149154411,0.752827
165,-35.11778209331878,-177.47951483719194,0.753115
166,-42.04243609299886,-181.4598528636514,0.753253
167,-35.134931262667315,-185.46907767926004,0.753573
168,-42.05912015611924,-189.45105280410098,0.753925
169,-35.152610851009314,-193.4616890189125,0.754263
170,-42.07804671508887,-197.44578012916958,0.754543
171,-35.17155696375201,-201.4578253634798,0.754941
172,-48.64341212293134,30.321445333278717,0.749899
173,-55.57471513116721,26.331905694175237,0.749725
174,-48.6576646528478,22.322114071009292,0.749947
175,-55.587917803059014,18.333258144306605,0.749761
176,-48.67053619697826,14.322841087849461,0.749999
177,-55.601275699840926,10.333881201753183,0.749804
178,-48.68346357310342,6.3227501099412775,0.750039
179,-55.61406015193735,2.335182717852524,0.749854
180,-48.69578508558564,-1.6767120106376652,0.750076
181,-55.62623028607444,-5.6644256474356425,0.749888
182,-48.70824568733993,-9.67639554716946,0.750111
183,-55.637863246731634,-13.662791053354397,0.749928
184,-48.71935487174369,-17.67484077923548,0.750141
185,-55.64898115016825,-21.660763812187735,0.749961
186,-48.73062140911088,-25.67366193907127,0.750175
187,-55.659588129206085,-29.658445189840663,0.749992
188,-48.74147454683975,-33.6707683365732,0.750205
189,-55.670472095103555,-37.65521443001882,0.750036
190,-48.75258524965611,-41.66776119489112,0.750239
191,-55.680988320391116,-45.65047390714068,0.75007
192,-48.76330575153205,-49.662533956818216,0.750276
193,-55.690889998275665,-53.64486992349738,0.750077
194,-48.77352922928346,-57.65660987407826,0.750281
195,-55.70036217593589,-61.63786783270411,0.750142
196,-48.783913579374335,-65.649182286595,0.750334
197,-55.71039168171392,-69.62987784207667,0.750167
198,-48.794139019534484,-73.64091246976842,0.750364
199,-55.71988487992384,-77.61979752682213,0.750215
200,-48.80381869561062,-81.63057696942305,0.750408
201,-55.72915678700465,-85.60814316611643,0.75024
202,-48.81399741311756,-89.61875497824474,0.750429
203,-55.73870036918022,-93.59541697261315,0.75032
204,-48.823718518818374,-97.60515400605637,0.75052
205,-55.7483797259635,-101.58122337801991,0.750427
206,-48.83425480181385,-105.5909880128794,0.750621
207,-55.758671898388656,-109.56687834563834,0.750548
208,-48.844658556960134,-113.57526465326302,0.750745
209,-55.76892100800259,-117.550382779189,0.750622
210,-48.855665724889725,-121.55893093556425,0.750802
211,-55.7790663128878,-125.533353598118,0.750859
212,-48.86740031792067,-129.54169323132407,0.751078
213,-55.79043765502675,-133.51738638385353,0.751052
214,-48.879457821025596,-137.52553220222805,0.751249
215,-55.802582011572355,-141.50013920956962,0.75125
216,-48.892250916461904,-145.50822679826436,0.75147
217,-55.81496898507868,-149.48396154440988,0.751549
218,-48.905286133340475,-153.49156368312902,0.751799
219,-55.82864328204891,-157.46842457688356,0.751907
220,-48.91951044602743,-161.4765464613393,0.752146
221,-55.84270048771975,-165.45423227525083,0.752241
222,-48.93402117426646,-169.46220979749015,0.75253
223,-55.8581514623153,-173.4417634112312,0.75272
224,-48.94987252450422,-177.45081855497313,0.752977
225,-55.87421558010991,-181.43051742057094,0.753213
226,-48.9662427253327,-185.44091458163172,0.753574
227,-55.89131741849849,-189.42316084869478,0.753864
228,-48.984318925042096,-193.43434670501802,0.754191
229,-62.47623405015239,38.33862270067778,0.74944
230,-69.40533336788393,34.34959138509474,0.749217
231,-62.49108882109682,30.341046364483933,0.749476
232,-69.42007153278692,26.35203430397836,0.749267
233,-62.50465942363795,22.342969447435184,0.749514
234,-69.43343114454625,18.35461006739278,0.74931
235,-62.517681855755235,14.344988777607774,0.749562
236,-69.44623912535756,10.356488377064695,0.749352
237,-62.530870061015555,6.346229073065468,0.749608
238,-69.4585366285098,2.3583160506911733,0.749395
239,-62.54275155652506,-1.6526268884560702,0.74964
240,-69.47109360500663,-5.639286110747114,0.749438
241,-62.55485111380653,-9.650960283025169,0.749685
242,-69.4824145570443,-13.637140445024375,0.749474
243,-62.566435042945564,-17.64885440959623,0.749723
244,-69.4932834394975,-21.633872175682573,0.749517
245,-62.57678866884747,-25.646398575471107,0.74977
246,-69.50362438920816,-29.63030259180423,0.749547
247,-62.58748470073411,-33.64301199132204,0.74981
248,-69.51338955027569,-37.62572200125116,0.749584
249,-62.59769246886002,-41.63797904449028,0.749835
250,-69.5235707546008,-45.62035963503203,0.749642
251,-62.607254152143746,-49.63276397642229,0.749869
252,-69.53282149774758,-53.613665926184574,0.749678
253,-62.61664769590378,-57.625550206948965,0.749933
254,-69.54150579949317,-61.60623411994532,0.749718
255,-62.62641407512402,-65.61783787958167,0.749949
256,-69.55067641242955,-69.59689760339907,0.749783
257,-62.63498081298966,-73.60807063487172,0.75001
258,-69.5587439427896,-77.58640475565288,0.749804
259,-62.644044532301415,-81.59737453224292,0.750028
260,-69.56725797452242,-85.57417889461915,0.749908
261,-62.653432323977256,-89.58485707395246,0.750125
262,-69.57595970715225,-93.5609702488171,0.750006
263,-62.6622396195453,-97.57148150860431,0.750222
264,-69.58530812141173,-101.5473949404194,0.750115
265,-62.67169610632744,-105.55709606928873,0.750335
266,-69.59392069150873,-109.53221771725403,0.7502
267,-62.681140046079705,-113.54123227738489,0.750411
268,-69.60318402256065,-117.51546280571353,0.750406
269,-62.69120437320174,-121.52464619624757,0.750632
270,-69.61384422141042,-125.50019548781077,0.750608
271,-62.70185437034532,-129.50896158444866,0.750834
272,-69.62463155549625,-133.4834440730407,0.750794
273,-62.713330809612984,-137.4919074020601,0.751024
274,-69.6357002984288,-141.46729111595712,0.751059
275,-62.725065255290616,-145.47565921995198,0.751311
276,-69.64741538193591,-149.45121997179703,0.751407
277,-62.738145384750155,-153.45976925210533,0.751662
278,-69.66050293022585,-157.43713792486207,0.751709
279,-62.75174277666397,-161.4451843767232,0.751969
280,-69.67498579451474,-165.42310093123848,0.752171
281,-62.76596167044083,-169.43254638166866,0.752451
282,-69.6896180138693,-173.4116381118578,0.752579
283,-62.78169676660435,-177.42108157650983,0.752883
284,-69.70601617372367,-181.402750209501,0.753227
285,-62.79847781398611,-185.4128250176533,0.753545
286,-76.30314844126264,46.3518245143044,0.748915
287,-83.2303284907669,42.36252754625445,0.748667
288,-76.31867276341232,38.35662899468925,0.748951
289,-83.24577468585716,34.367386872773615,0.748713
290,-76.33299471279739,30.360327007775386,0.748991
291,-83.25983814494927,26.37173016378815,0.748756
292,-76.34762510300304,22.36348741998627,0.749032
293,-83.27336477445849,18.37474013735596,0.748795
294,-76.36094346095659,14.365982971015226,0.749075
295,-83.28645378775535,10.378559726402855,0.748839
296,-76.37371179681475,6.3691975232775,0.749123
297,-83.29906426177038,2.3815785806874876,0.748881
298,-76.38592319585774,-1.6284532601658481,0.749164
299,-83.31122237993671,-5.614815481319494,0.748924
300,-76.39762382921175,-9.62556356229958,0.74921
301,-83.32220646702494,-13.610711770657238,0.748967
302,-76.40806203250435,-17.622201695143556,0.749248
303,-83.33278242985305,-21.606991519811967,0.749016
304,-76.4187665174682,-25.61849686486422,0.749287
305,-83.34298642942107,-29.60151504291578,0.749065
306,-76.42914257573035,-33.61383339110484,0.749333
307,-83.35269059392054,-37.59583460307752,0.749105
308,-76.43850752453771,-41.60835761021626,0.749385
309,-83.36196703393817,-45.5893055134677,0.749158
310,-76.44739832557829,-49.601323864380724,0.749424
311,-83.37028003343724,-53.58213109209795,0.749216
312,-76.45658585802244,-57.59359235226483,0.749475
313,-83.37898827246275,-61.57285973094392,0.749253
314,-76.4648495975484,-65.5846815191987,0.749528
