id,x_dot,y_dot,r_dot
4.34000e+02,6.42081e+03,2.62299e+03,1.00133e+01
4.35000e+02,6.51460e+03,2.67429e+03,1.00111e+01
4.36000e+02,6.60838e+03,2.72559e+03,1.00088e+01
4.37000e+02,6.70213e+03,2.77690e+03,1.00063e+01
4.38000e+02,6.79585e+03,2.82821e+03,1.00037e+01
4.39000e+02,6.88955e+03,2.87951e+03,1.00010e+01
4.40000e+02,6.98321e+03,2.93081e+03,9.99800e+00
4.41000e+02,7.07685e+03,2.98210e+03,9.99495e+00
4.42000e+02,7.17044e+03,3.03339e+03,9.99177e+00
4.43000e+02,7.26401e+03,3.08467e+03,9.98848e+00
4.44000e+02,7.35754e+03,3.13594e+03,9.98499e+00
4.45000e+02,7.45102e+03,3.18721e+03,9.98127e+00
4.46000e+02,7.54447e+03,3.23846e+03,9.97732e+00
4.47000e+02,7.63787e+03,3.28970e+03,9.97302e+00
4.48000e+02,5.10413e+03,1.79942e+03,1.00182e+01
4.49000e+02,5.19796e+03,1.85048e+03,1.00195e+01
4.50000e+02,5.29180e+03,1.90156e+03,1.00205e+01
4.51000e+02,5.38566e+03,1.95267e+03,1.00213e+01
4.52000e+02,5.47952e+03,2.00380e+03,1.00218e+01
4.53000e+02,5.57340e+03,2.05496e+03,1.00220e+01
4.54000e+02,5.66728e+03,2.10613e+03,1.00220e+01
4.55000e+02,5.76117e+03,2.15733e+03,1.00217e+01
4.56000e+02,5.85505e+03,2.20855e+03,1.00212e+01
4.57000e+02,5.94893e+03,2.25978e+03,1.00204e+01
4.58000e+02,6.04280e+03,2.31103e+03,1.00193e+01
4.59000e+02,6.13667e+03,2.36229e+03,1.00180e+01
4.60000e+02,6.23052e+03,2.41356e+03,1.00166e+01
4.61000e+02,6.32436e+03,2.46484e+03,1.00148e+01
4.62000e+02,6.41818e+03,2.51613e+03,1.00129e+01
4.63000e+02,6.51198e+03,2.56743e+03,1.00108e+01
4.64000e+02,6.60576e+03,2.61873e+03,1.00085e+01
4.65000e+02,6.69952e+03,2.67003e+03,1.00062e+01
4.66000e+02,6.79325e+03,2.72134e+03,1.00036e+01
4.67000e+02,6.88695e+03,2.77264e+03,1.00009e+01
4.68000e+02,6.98063e+03,2.82395e+03,9.99807e+00
4.69000e+02,7.07427e+03,2.87525e+03,9.99502e+00
4.70000e+02,7.16788e+03,2.92654e+03,9.99187e+00
4.71000e+02,7.26145e+03,2.97783e+03,9.98855e+00
4.72000e+02,7.35499e+03,3.02911e+03,9.98508e+00
4.73000e+02,7.44849e+03,3.08038e+03,9.98140e+00
4.74000e+02,7.54195e+03,3.13165e+03,9.97747e+00
4.75000e+02,7.63536e+03,3.18290e+03,9.97319e+00
4.76000e+02,5.10159e+03,1.69282e+03,1.00168e+01
4.77000e+02,5.19540e+03,1.74386e+03,1.00181e+01
4.78000e+02,5.28923e+03,1.79492e+03,1.00192e+01
4.79000e+02,5.38307e+03,1.84600e+03,1.00200e+01
4.80000e+02,5.47693e+03,1.89712e+03,1.00206e+01
4.81000e+02,5.57080e+03,1.94825e+03,1.00209e+01
4.82000e+02,5.66467e+03,1.99941e+03,1.00209e+01
4.83000e+02,5.75855e+03,2.05059e+03,1.00207e+01
4.84000e+02,5.85243e+03,2.10178e+03,1.00202e+01
4.85000e+02,5.94630e+03,2.15300e+03,1.00195e+01
4.86000e+02,6.04017e+03,2.20423e+03,1.00186e+01
4.87000e+02,6.13404e+03,2.25548e+03,1.00174e+01
4.88000e+02,6.22789e+03,2.30674e+03,1.00159e+01
4.89000e+02,6.32173e+03,2.35802e+03,1.00144e+01
4.90000e+02,6.41555e+03,2.40930e+03,1.00125e+01
4.91000e+02,6.50935e+03,2.46059e+03,1.00104e+01
4.92000e+02,6.60314e+03,2.51188e+03,1.00082e+01
4.93000e+02,6.69690e+03,2.56319e+03,1.00060e+01
4.94000e+02,6.79063e+03,2.61449e+03,1.00034e+01
4.95000e+02,6.88434e+03,2.66579e+03,1.00008e+01
4.96000e+02,6.97802e+03,2.71710e+03,9.99797e+00
4.97000e+02,7.07167e+03,2.76840e+03,9.99497e+00
4.98000e+02,7.16529e+03,2.81970e+03,9.99189e+00
4.99000e+02,7.25888e+03,2.87099e+03,9.98860e+00
5.00000e+02,7.35243e+03,2.92228e+03,9.98508e+00
5.01000e+02,7.44594e+03,2.97356e+03,9.98140e+00
5.02000e+02,7.53941e+03,3.02484e+03,9.97751e+00
5.03000e+02,7.63283e+03,3.07610e+03,9.97322e+00
5.04000e+02,5.09904e+03,1.58627e+03,1.00153e+01
5.05000e+02,5.19284e+03,1.63728e+03,1.00167e+01
5.06000e+02,5.28666e+03,1.68831e+03,1.00177e+01
5.07000e+02,5.38049e+03,1.73938e+03,1.00187e+01
5.08000e+02,5.47434e+03,1.79047e+03,1.00192e+01
5.09000e+02,5.56819e+03,1.84158e+03,1.00196e+01
5.10000e+02,5.66206e+03,1.89272e+03,1.00197e+01
5.11000e+02,5.75593e+03,1.94388e+03,1.00196e+01
5.12000e+02,5.84980e+03,1.99506e+03,1.00192e+01
5.13000e+02,5.94367e+03,2.04626e+03,1.00186e+01
5.14000e+02,6.03753e+03,2.09747e+03,1.00178e+01
5.15000e+02,6.13139e+03,2.14871e+03,1.00166e+01
5.16000e+02,6.22524e+03,2.19996e+03,1.00153e+01
5.17000e+02,6.31908e+03,2.25122e+03,1.00137e+01
5.18000e+02,6.41290e+03,2.30249e+03,1.00119e+01
5.19000e+02,6.50671e+03,2.35377e+03,1.00101e+01
5.20000e+02,6.60049e+03,2.40506e+03,1.00080e+01
5.21000e+02,6.69426e+03,2.45636e+03,1.00057e+01
5.22000e+02,6.78800e+03,2.50766e+03,1.00032e+01
5.23000e+02,6.88172e+03,2.55896e+03,1.00005e+01
5.24000e+02,6.97540e+03,2.61027e+03,9.99775e+00
5.25000e+02,7.06906e+03,2.66157e+03,9.99482e+00
5.26000e+02,7.16269e+03,2.71287e+03,9.99182e+00
5.27000e+02,7.25628e+03,2.76417e+03,9.98848e+00
5.28000e+02,7.34984e+03,2.81546e+03,9.98511e+00
5.29000e+02,7.44336e+03,2.86675e+03,9.98142e+00
5.30000e+02,7.53684e+03,2.91803e+03,9.97739e+00
5.31000e+02,7.63028e+03,2.96931e+03,9.97310e+00
5.32000e+02,5.09650e+03,1.47975e+03,1.00137e+01
5.33000e+02,5.19028e+03,1.53074e+03,1.00151e+01
5.34000e+02,5.28409e+03,1.58175e+03,1.00163e+01
5.35000e+02,5.37791e+03,1.63279e+03,1.00173e+01
5.36000e+02,5.47174e+03,1.68385e+03,1.00180e+01
5.37000e+02,5.56559e+03,1.73495e+03,1.00183e+01
5.38000e+02,5.65944e+03,1.78606e+03,1.00186e+01
5.39000e+02,5.75330e+03,1.83720e+03,1.00184e+01
5.40000e+02,5.84716e+03,1.88836e+03,1.00182e+01
5.41000e+02,5.94103e+03,1.93955e+03,1.00176e+01
5.42000e+02,6.03489e+03,1.99075e+03,1.00168e+01
5.43000e+02,6.12874e+03,2.04196e+03,1.00158e+01
5.44000e+02,6.22259e+03,2.09320e+03,1.00146e+01
5.45000e+02,6.31642e+03,2.14445e+03,1.00130e+01
5.46000e+02,6.41024e+03,2.19571e+03,1.00114e+01
5.47000e+02,6.50405e+03,2.24698e+03,1.00095e+01
5.48000e+02,6.59784e+03,2.29826e+03,1.00075e+01
5.49000e+02,6.69161e+03,2.34955e+03,1.00052e+01
5.50000e+02,6.78535e+03,2.40085e+03,1.00029e+01
5.51000e+02,6.87907e+03,2.45215e+03,1.00003e+01
5.52000e+02,6.97276e+03,2.50345e+03,9.99763e+00
5.53000e+02,7.06643e+03,2.55475e+03,9.99465e+00
5.54000e+02,7.16006e+03,2.60606e+03,9.99158e+00
5.55000e+02,7.25367e+03,2.65736e+03,9.98833e+00
5.56000e+02,7.34723e+03,2.70866e+03,9.98496e+00
5.57000e+02,7.44076e+03,2.75995e+03,9.98125e+00
5.58000e+02,7.53425e+03,2.81124e+03,9.97729e+00
5.59000e+02,7.62770e+03,2.86253e+03,9.97297e+00
5.60000e+02,5.09395e+03,1.37328e+03,1.00122e+01
5.61000e+02,5.18772e+03,1.42424e+03,1.00135e+01
5.62000e+02,5.28151e+03,1.47523e+03,1.00147e+01
5.63000e+02,5.37532e+03,1.52624e+03,1.00157e+01
5.64000e+02,5.46914e+03,1.57728e+03,1.00165e+01
5.65000e+02,5.56298e+03,1.62835e+03,1.00171e+01
5.66000e+02,5.65682e+03,1.67945e+03,1.00173e+01
5.67000e+02,5.75067e+03,1.73056e+03,1.00172e+01
5.68000e+02,5.84452e+03,1.78171e+03,1.00170e+01
5.69000e+02,5.93838e+03,1.83287e+03,1.00166e+01
5.70000e+02,6.03223e+03,1.88405e+03,1.00159e+01
5.71000e+02,6.12608e+03,1.93526e+03,1.00149e+01
5.72000e+02,6.21992e+03,1.98647e+03,1.00138e+01
5.73000e+02,6.31376e+03,2.03771e+03,1.00124e+01
5.74000e+02,6.40758e+03,2.08896e+03,1.00107e+01
5.75000e+02,6.50138e+03,2.14022e+03,1.00089e+01
5.76000e+02,6.59517e+03,2.19149e+03,1.00070e+01
5.77000e+02,6.68894e+03,2.24277e+03,1.00048e+01
5.78000e+02,6.78269e+03,2.29406e+03,1.00024e+01
5.79000e+02,6.87641e+03,2.34536e+03,9.99993e+00
5.80000e+02,6.97011e+03,2.39666e+03,9.99727e+00
5.81000e+02,7.06378e+03,2.44796e+03,9.99441e+00
5.82000e+02,7.15742e+03,2.49926e+03,9.99138e+00
5.83000e+02,7.25103e+03,2.55056e+03,9.98818e+00
5.84000e+02,7.34461e+03,2.60187e+03,9.98464e+00
5.85000e+02,7.43814e+03,2.65317e+03,9.98098e+00
5.86000e+02,7.53164e+03,2.70446e+03,9.97698e+00
5.87000e+02,7.62510e+03,2.75575e+03,9.97273e+00
5.88000e+02,5.09140e+03,1.26686e+03,1.00105e+01
5.89000e+02,5.18516e+03,1.31779e+03,1.00120e+01
5.90000e+02,5.27894e+03,1.36875e+03,1.00132e+01
5.91000e+02,5.37273e+03,1.41974e+03,1.00142e+01
5.92000e+02,5.46654e+03,1.47075e+03,1.00150e+01
5.93000e+02,5.56036e+03,1.52180e+03,1.00156e+01
5.94000e+02,5.65419e+03,1.57287e+03,1.00159e+01
5.95000e+02,5.74803e+03,1.62397e+03,1.00160e+01
5.96000e+02,5.84188e+03,1.67509e+03,1.00158e+01
5.97000e+02,5.93573e+03,1.72623e+03,1.00154e+01
5.98000e+02,6.02957e+03,1.77740e+03,1.00148e+01
5.99000e+02,6.12342e+03,1.82858e+03,1.00139e+01
6.00000e+02,6.21725e+03,1.87978e+03,1.00128e+01
6.01000e+02,6.31108e+03,1.93100e+03,1.00115e+01
6.02000e+02,6.40490e+03,1.98224e+03,1.00099e+01
6.03000e+02,6.49870e+03,2.03349e+03,1.00083e+01
6.04000e+02,6.59249e+03,2.08475e+03,1.00063e+01
6.05000e+02,6.68626e+03,2.13602e+03,1.00042e+01
6.06000e+02,6.78001e+03,2.18730e+03,1.00020e+01
6.07000e+02,6.87374e+03,2.23859e+03,9.99946e+00
6.08000e+02,6.96744e+03,2.28989e+03,9.99680e+00
6.09000e+02,7.06112e+03,2.34118e+03,9.99399e+00
6.10000e+02,7.15476e+03,2.39249e+03,9.99099e+00
6.11000e+02,7.24838e+03,2.44379e+03,9.98777e+00
6.12000e+02,7.34196e+03,2.49509e+03,9.98438e+00
6.13000e+02,7.43550e+03,2.54639e+03,9.98071e+00
6.14000e+02,7.52901e+03,2.59770e+03,9.97666e+00
6.15000e+02,7.62248e+03,2.64899e+03,9.97236e+00
6.16000e+02,5.08886e+03,1.16048e+03,1.00088e+01
6.17000e+02,5.18260e+03,1.21138e+03,1.00103e+01
6.18000e+02,5.27636e+03,1.26231e+03,1.00116e+01
6.19000e+02,5.37014e+03,1.31327e+03,1.00127e+01
6.20000e+02,5.46394e+03,1.36427e+03,1.00135e+01
6.21000e+02,5.55775e+03,1.41529e+03,1.00142e+01
6.22000e+02,5.65157e+03,1.46633e+03,1.00145e+01
6.23000e+02,5.74540e+03,1.51741e+03,1.00146e+01
6.24000e+02,5.83923e+03,1.56851e+03,1.00145e+01
6.25000e+02,5.93307e+03,1.61963e+03,1.00142e+01
6.26000e+02,6.02691e+03,1.67078e+03,1.00136e+01
6.27000e+02,6.12074e+03,1.72194e+03,1.00128e+01
6.28000e+02,6.21457e+03,1.77313e+03,1.00117e+01
6.29000e+02,6.30840e+03,1.82433e+03,1.00105e+01
6.30000e+02,6.40221e+03,1.87555e+03,1.00092e+01
6.31000e+02,6.49601e+03,1.92679e+03,1.00075e+01
6.32000e+02,6.58980e+03,1.97804e+03,1.00056e+01
6.33000e+02,6.68357e+03,2.02930e+03,1.00035e+01
6.34000e+02,6.77732e+03,2.08057e+03,1.00014e+01
6.35000e+02,6.87105e+03,2.13185e+03,9.99900e+00
6.36000e+02,6.96475e+03,2.18314e+03,9.99636e+00
6.37000e+02,7.05843e+03,2.23444e+03,9.99358e+00
6.38000e+02,7.15208e+03,2.28573e+03,9.99055e+00
6.39000e+02,7.24570e+03,2.33704e+03,9.98735e+00
6.40000e+02,7.33929e+03,2.38834e+03,9.98391e+00
6.41000e+02,7.43284e+03,2.43964e+03,9.98022e+00
6.42000e+02,7.52636e+03,2.49095e+03,9.97620e+00
6.43000e+02,7.61983e+03,2.54225e+03,9.97188e+00
6.44000e+02,5.08631e+03,1.05416e+03,1.00071e+01
6.45000e+02,5.18004e+03,1.10502e+03,1.00086e+01
6.46000e+02,5.27378e+03,1.15593e+03,1.00099e+01
6.47000e+02,5.36755e+03,1.20686e+03,1.00111e+01
6.48000e+02,5.46133e+03,1.25783e+03,1.00119e+01
6.49000e+02,5.55513e+03,1.30882e+03,1.00126e+01
6.50000e+02,5.64894e+03,1.35984e+03,1.00131e+01
6.51000e+02,5.74275e+03,1.41089e+03,1.00132e+01
6.52000e+02,5.83658e+03,1.46197e+03,1.00132e+01
6.53000e+02,5.93040e+03,1.51307e+03,1.00129e+01
6.54000e+02,6.02423e+03,1.56420e+03,1.00124e+01
6.55000e+02,6.11806e+03,1.61534e+03,1.00117e+01
6.56000e+02,6.21189e+03,1.66651e+03,1.00108e+01
6.57000e+02,6.30571e+03,1.71770e+03,1.00095e+01
6.58000e+02,6.39952e+03,1.76890e+03,1.00082e+01
6.59000e+02,6.49331e+03,1.82012e+03,1.00066e+01
6.60000e+02,6.58710e+03,1.87136e+03,1.00048e+01
6.61000e+02,6.68087e+03,1.92261e+03,1.00029e+01
6.62000e+02,6.77462e+03,1.97387e+03,1.00007e+01
6.63000e+02,6.86835e+03,2.02514e+03,9.99829e+00
6.64000e+02,6.96205e+03,2.07642e+03,9.99568e+00
6.65000e+02,7.05573e+03,2.12771e+03,9.99292e+00
6.66000e+02,7.14939e+03,2.17901e+03,9.98999e+00
6.67000e+02,7.24301e+03,2.23031e+03,9.98679e+00
6.68000e+02,7.33660e+03,2.28161e+03,9.98333e+00
6.69000e+02,7.43016e+03,2.33291e+03,9.97959e+00
6.70000e+02,7.52368e+03,2.38422e+03,9.97556e+00
6.71000e+02,7.61716e+03,2.43553e+03,9.97124e+00
6.72000e+02,5.08377e+03,9.47888e+02,1.00051e+01
6.73000e+02,5.17748e+03,9.98723e+02,1.00067e+01
6.74000e+02,5.27121e+03,1.04959e+03,1.00082e+01
6.75000e+02,5.36496e+03,1.10050e+03,1.00094e+01
6.76000e+02,5.45872e+03,1.15143e+03,1.00103e+01
6.77000e+02,5.55251e+03,1.20240e+03,1.00110e+01
6.78000e+02,5.64630e+03,1.25340e+03,1.00114e+01
6.79000e+02,5.74011e+03,1.30442e+03,1.00117e+01
6.80000e+02,5.83392e+03,1.35548e+03,1.00118e+01
6.81000e+02,5.92774e+03,1.40656e+03,1.00115e+01
6.82000e+02,6.02156e+03,1.45766e+03,1.00111e+01
6.83000e+02,6.11538e+03,1.50878e+03,1.00104e+01
6.84000e+02,6.20919e+03,1.55993e+03,1.00096e+01
6.85000e+02,6.30301e+03,1.61110e+03,1.00084e+01
6.86000e+02,6.39681e+03,1.66229e+03,1.00071e+01
6.87000e+02,6.49060e+03,1.71350e+03,1.00055e+01
6.88000e+02,6.58438e+03,1.76472e+03,1.00039e+01
6.89000e+02,6.67815e+03,1.81595e+03,1.00020e+01
6.90000e+02,6.77190e+03,1.86720e+03,9.99983e+00
6.91000e+02,6.86563e+03,1.91847e+03,9.99753e+00
6.92000e+02,6.95934e+03,1.96974e+03,9.99502e+00
6.93000e+02,7.05302e+03,2.02102e+03,9.99226e+00
6.94000e+02,7.14667e+03,2.07231e+03,9.98928e+00
6.95000e+02,7.24030e+03,2.12360e+03,9.98611e+00
6.96000e+02,7.33390e+03,2.17490e+03,9.98259e+00
6.97000e+02,7.42746e+03,2.22621e+03,9.97883e+00
6.98000e+02,7.52098e+03,2.27751e+03,9.97480e+00
6.99000e+02,7.61446e+03,2.32882e+03,9.97026e+00
7.00000e+02,5.08122e+03,8.41683e+02,1.00032e+01
7.01000e+02,5.17491e+03,8.92482e+02,1.00049e+01
7.02000e+02,5.26863e+03,9.43319e+02,1.00063e+01
7.03000e+02,5.36236e+03,9.94191e+02,1.00075e+01
7.04000e+02,5.45611e+03,1.04510e+03,1.00085e+01
7.05000e+02,5.54988e+03,1.09603e+03,1.00092e+01
7.06000e+02,5.64366e+03,1.14700e+03,1.00098e+01
7.07000e+02,5.73745e+03,1.19800e+03,1.00101e+01
7.08000e+02,5.83126e+03,1.24903e+03,1.00102e+01
7.09000e+02,5.92506e+03,1.30008e+03,1.00101e+01
7.10000e+02,6.01887e+03,1.35116e+03,1.00097e+01
7.11000e+02,6.11268e+03,1.40227e+03,1.00090e+01
7.12000e+02,6.20649e+03,1.45340e+03,1.00083e+01
7.13000e+02,6.30030e+03,1.50455e+03,1.00073e+01
7.14000e+02,6.39409e+03,1.55572e+03,1.00060e+01
7.15000e+02,6.48788e+03,1.60691e+03,1.00046e+01
7.16000e+02,6.58166e+03,1.65811e+03,1.00029e+01
7.17000e+02,6.67542e+03,1.70933e+03,1.00010e+01
7.18000e+02,6.76917e+03,1.76057e+03,9.99895e+00
7.19000e+02,6.86290e+03,1.81182e+03,9.99666e+00
7.20000e+02,6.95660e+03,1.86309e+03,9.99417e+00
7.21000e+02,7.05029e+03,1.91436e+03,9.99136e+00
7.22000e+02,7.14394e+03,1.96564e+03,9.98833e+00
7.23000e+02,7.23757e+03,2.01693e+03,9.98521e+00
7.24000e+02,7.33117e+03,2.06823e+03,9.98171e+00
7.25000e+02,7.42473e+03,2.11953e+03,9.97791e+00
7.26000e+02,7.51826e+03,2.17084e+03,9.97383e+00
7.27000e+02,7.61174e+03,2.22215e+03,9.96926e+00
7.28000e+02,5.07868e+03,7.35547e+02,1.00012e+01
7.29000e+02,5.17235e+03,7.86307e+02,1.00029e+01
7.30000e+02,5.26605e+03,8.37106e+02,1.00043e+01
7.31000e+02,5.35976e+03,8.87943e+02,1.00057e+01
7.32000e+02,5.45350e+03,9.38816e+02,1.00066e+01
7.33000e+02,5.54725e+03,9.89723e+02,1.00074e+01
7.34000e+02,5.64102e+03,1.04066e+03,1.00081e+01
7.35000e+02,5.73480e+03,1.09163e+03,1.00084e+01
7.36000e+02,5.82859e+03,1.14263e+03,1.00085e+01
7.37000e+02,5.92238e+03,1.19366e+03,1.00085e+01
7.38000e+02,6.01618e+03,1.24472e+03,1.00082e+01
7.39000e+02,6.10998e+03,1.29580e+03,1.00077e+01
7.40000e+02,6.20378e+03,1.34691e+03,1.00069e+01
7.41000e+02,6.29758e+03,1.39804e+03,1.00059e+01
7.42000e+02,6.39137e+03,1.44919e+03,1.00048e+01
7.43000e+02,6.48515e+03,1.50036e+03,1.00033e+01
7.44000e+02,6.57892e+03,1.55155e+03,1.00017e+01
7.45000e+02,6.67268e+03,1.60276e+03,9.99990e+00
7.46000e+02,6.76642e+03,1.65398e+03,9.99785e+00
7.47000e+02,6.86015e+03,1.70522e+03,9.99558e+00
7.48000e+02,6.95385e+03,1.75647e+03,9.99304e+00
7.49000e+02,7.04754e+03,1.80773e+03,9.99036e+00
7.50000e+02,7.14119e+03,1.85901e+03,9.98738e+00
7.51000e+02,7.23482e+03,1.91029e+03,9.98416e+00
7.52000e+02,7.32842e+03,1.96158e+03,9.98064e+00
7.53000e+02,7.42198e+03,2.01288e+03,9.97678e+00
7.54000e+02,7.51551e+03,2.06419e+03,9.97266e+00
7.55000e+02,7.60900e+03,2.11550e+03,9.96802e+00
7.56000e+02,5.07613e+03,6.29492e+02,9.99902e+00
7.57000e+02,5.16979e+03,6.80207e+02,1.00008e+01
7.58000e+02,5.26346e+03,7.30965e+02,1.00024e+01
7.59000e+02,5.35716e+03,7.81763e+02,1.00037e+01
7.60000e+02,5.45088e+03,8.32600e+02,1.00047e+01
7.61000e+02,5.54462e+03,8.83473e+02,1.00056e+01
7.62000e+02,5.63837e+03,9.34381e+02,1.00062e+01
7.63000e+02,5.73214e+03,9.85321e+02,1.00067e+01
7.64000e+02,5.82591e+03,1.03629e+03,1.00068e+01
7.65000e+02,5.91969e+03,1.08729e+03,1.00068e+01
7.66000e+02,6.01348e+03,1.13833e+03,1.00065e+01
7.67000e+02,6.10727e+03,1.18938e+03,1.00061e+01
7.68000e+02,6.20106e+03,1.24047e+03,1.00054e+01
7.69000e+02,6.29485e+03,1.29157e+03,1.00044e+01
7.70000e+02,6.38863e+03,1.34270e+03,1.00033e+01
7.71000e+02,6.48241e+03,1.39386e+03,1.00020e+01
7.72000e+02,6.57617e+03,1.44503e+03,1.00004e+01
7.73000e+02,6.66993e+03,1.49622e+03,9.99861e+00
7.74000e+02,6.76367e+03,1.54743e+03,9.99653e+00
7.75000e+02,6.85739e+03,1.59865e+03,9.99436e+00
7.76000e+02,6.95109e+03,1.64989e+03,9.99187e+00
7.77000e+02,7.04477e+03,1.70115e+03,9.98914e+00
7.78000e+02,7.13842e+03,1.75241e+03,9.98616e+00
7.79000e+02,7.23205e+03,1.80369e+03,9.98291e+00
7.80000e+02,7.32565e+03,1.85498e+03,9.97937e+00
7.81000e+02,7.41921e+03,1.90627e+03,9.97551e+00
7.82000e+02,7.51274e+03,1.95758e+03,9.97122e+00
7.83000e+02,7.60623e+03,2.00889e+03,9.96655e+00
7.84000e+02,5.05588e+03,3.67167e+03,1.00286e+01
7.85000e+02,5.14978e+03,3.72296e+03,1.00292e+01
7.86000e+02,5.24369e+03,3.77426e+03,1.00293e+01
7.87000e+02,5.33759e+03,3.82555e+03,1.00292e+01
7.88000e+02,5.43149e+03,3.87683e+03,1.00289e+01
7.89000e+02,5.52537e+03,3.92811e+03,1.00281e+01
7.90000e+02,5.61925e+03,3.97938e+03,1.00270e+01
7.91000e+02,5.71310e+03,4.03065e+03,1.00258e+01
7.92000e+02,5.80694e+03,4.08190e+03,1.00241e+01
7.93000e+02,5.90076e+03,4.13313e+03,1.00224e+01
7.94000e+02,5.99455e+03,4.18435e+03,1.00204e+01
7.95000e+02,6.08832e+03,4.23556e+03,1.00182e+01
7.96000e+02,6.18206e+03,4.28675e+03,1.00158e+01
7.97000e+02,6.27577e+03,4.33792e+03,1.00133e+01
7.98000e+02,6.36944e+03,4.38908e+03,1.00106e+01
7.99000e+02,6.46309e+03,4.44021e+03,1.00080e+01
8.00000e+02,6.55670e+03,4.49133e+03,1.00051e+01
8.01000e+02,6.65027e+03,4.54242e+03,1.00022e+01
8.02000e+02,6.74381e+03,4.59350e+03,9.99912e+00
8.03000e+02,6.83732e+03,4.64455e+03,9.99597e+00
8.04000e+02,6.93078e+03,4.69558e+03,9.99272e+00
8.05000e+02,7.02421e+03,4.74659e+03,9.98933e+00
8.06000e+02,7.11759e+03,4.79757e+03,9.98577e+00
8.07000e+02,7.21093e+03,4.84853e+03,9.98198e+00
8.08000e+02,7.30423e+03,4.89946e+03,9.97788e+00
8.09000e+02,7.39747e+03,4.95037e+03,9.97344e+00
8.10000e+02,7.49066e+03,5.00124e+03,9.96853e+00
8.11000e+02,7.58379e+03,5.05208e+03,9.96296e+00
8.12000e+02,4.96451e+03,3.72733e+03,1.00274e+01
8.13000e+02,5.05840e+03,3.77862e+03,1.00281e+01
8.14000e+02,5.15230e+03,3.82991e+03,1.00287e+01
8.15000e+02,5.24620e+03,3.88120e+03,1.00288e+01
8.16000e+02,5.34009e+03,3.93249e+03,1.00286e+01
8.17000e+02,5.43398e+03,3.98377e+03,1.00281e+01
8.18000e+02,5.52786e+03,4.03504e+03,1.00273e+01
8.19000e+02,5.62172e+03,4.08630e+03,1.00262e+01
8.20000e+02,5.71557e+03,4.13755e+03,1.00249e+01
8.21000e+02,5.80939e+03,4.18878e+03,1.00233e+01
8.22000e+02,5.90320e+03,4.24000e+03,1.00215e+01
8.23000e+02,5.99698e+03,4.29121e+03,1.00194e+01
8.24000e+02,6.09073e+03,4.34239e+03,1.00173e+01
8.25000e+02,6.18445e+03,4.39356e+03,1.00149e+01
8.26000e+02,6.27814e+03,4.44471e+03,1.00124e+01
8.27000e+02,6.37180e+03,4.49585e+03,1.00097e+01
8.28000e+02,6.46543e+03,4.54696e+03,1.00070e+01
8.29000e+02,6.55903e+03,4.59805e+03,1.00042e+01
8.30000e+02,6.65259e+03,4.64912e+03,1.00011e+01
8.31000e+02,6.74611e+03,4.70017e+03,9.99814e+00
8.32000e+02,6.83959e+03,4.75119e+03,9.99497e+00
8.33000e+02,6.93304e+03,4.80220e+03,9.99175e+00
8.34000e+02,7.02645e+03,4.85318e+03,9.98826e+00
8.35000e+02,7.11981e+03,4.90413e+03,9.98462e+00
8.36000e+02,7.21313e+03,4.95506e+03,9.98071e+00
8.37000e+02,7.30641e+03,5.00596e+03,9.97654e+00
8.38000e+02,7.39963e+03,5.05683e+03,9.97185e+00
8.39000e+02,7.49279e+03,5.10767e+03,9.96677e+00
8.40000e+02,4.87315e+03,3.78297e+03,1.00259e+01
8.41000e+02,4.96704e+03,3.83427e+03,1.00269e+01
8.42000e+02,5.06093e+03,3.88556e+03,1.00276e+01
8.43000e+02,5.15482e+03,3.93685e+03,1.00281e+01
8.44000e+02,5.24871e+03,3.98813e+03,1.00281e+01
8.45000e+02,5.34259e+03,4.03941e+03,1.00279e+01
8.46000e+02,5.43647e+03,4.09068e+03,1.00272e+01
8.47000e+02,5.53034e+03,4.14194e+03,1.00264e+01
8.48000e+02,5.62419e+03,4.19318e+03,1.00253e+01
8.49000e+02,5.71802e+03,4.24442e+03,1.00240e+01
8.50000e+02,5.81183e+03,4.29564e+03,1.00223e+01
8.51000e+02,5.90562e+03,4.34684e+03,1.00205e+01
8.52000e+02,5.99939e+03,4.39802e+03,1.00184e+01
8.53000e+02,6.09312e+03,4.44919e+03,1.00162e+01
8.54000e+02,6.18683e+03,4.50034e+03,1.00138e+01
8.55000e+02,6.28051e+03,4.55147e+03,1.00113e+01
8.56000e+02,6.37415e+03,4.60258e+03,1.00087e+01
8.57000e+02,6.46776e+03,4.65367e+03,1.00059e+01
8.58000e+02,6.56134e+03,4.70473e+03,1.00031e+01
8.59000e+02,6.65488e+03,4.75578e+03,1.00001e+01
8.60000e+02,6.74839e+03,4.80680e+03,9.99705e+00
8.61000e+02,6.84185e+03,4.85780e+03,9.99385e+00
8.62000e+02,6.93528e+03,4.90878e+03,9.99058e+00
8.63000e+02,7.02867e+03,4.95973e+03,9.98711e+00
8.64000e+02,7.12202e+03,5.01065e+03,9.98335e+00
8.65000e+02,7.21531e+03,5.06155e+03,9.97937e+00
8.66000e+02,7.30856e+03,5.11242e+03,9.97500e+00
8.67000e+02,7.40176e+03,5.16325e+03,9.97021e+00
8.68000e+02,4.78181e+03,3.83861e+03,1.00239e+01
8.69000e+02,4.87569e+03,3.88990e+03,1.00253e+01
