# Per-cobra black-dot target, in dot fraction (0 = entry edge, 0.5 = geometric centre,
# 1 = exit edge).  `calibrated` False means dotTargetFraction is the fleet fallback,
# not a measurement.  source: sept1scan = fitted to the dot scan of 2026-09-01
# (run 20260901_047, visits 148471-148483) through the fps tracker and measured
# gain; july2scan = fitted to the two scans of 2026-07-24 where 2026-09-01 gave no
# usable fit.  Accepted: fitted, inside the scan's own depth range, within 0.15-0.85.
cobraId,dotTargetFraction,calibrated,dotEdgeFraction,entryEdgeSeen,runSpread,source
593,0.5247,True,0.0665,True,,sept1scan
594,0.5437,True,0.0904,True,,sept1scan
595,0.2919,True,,False,,sept1scan
596,0.2814,True,-0.0446,True,,sept1scan
597,0.5615,True,0.0906,True,,sept1scan
598,0.4081,True,0.0539,True,,sept1scan
599,0.3024,True,0.0174,True,,sept1scan
600,0.454,True,,False,,sept1scan
601,0.3979,True,0.0629,True,,sept1scan
602,0.489,True,0.1382,True,,sept1scan
603,0.524,True,0.0517,True,,sept1scan
604,0.3873,True,0.0838,True,,sept1scan
605,0.4844,True,0.0722,True,,sept1scan
606,0.4119,True,0.0554,True,,sept1scan
607,0.5913,True,0.1031,True,,sept1scan
608,0.4827,True,0.0616,True,,sept1scan
609,0.4888,True,0.0921,True,,sept1scan
610,0.5679,True,0.1163,True,,sept1scan
611,0.4723,True,0.1093,True,,sept1scan
612,0.5519,True,0.0784,True,,sept1scan
613,0.5259,True,0.0708,True,,sept1scan
614,0.2878,True,0.0208,True,,sept1scan
615,0.7928,True,0.1929,True,0.0368,july2scan
616,0.6058,True,0.1212,True,,sept1scan
617,0.4911,True,0.0644,True,,sept1scan
618,0.4496,True,0.0553,True,,sept1scan
619,0.2799,True,,False,,sept1scan
620,0.5234,True,0.1008,True,,sept1scan
621,0.4338,True,,False,,sept1scan
622,0.6031,True,0.1023,True,,sept1scan
623,0.4314,True,0.0617,True,,sept1scan
624,0.3532,True,0.0313,True,,sept1scan
625,0.5876,True,0.0905,True,,sept1scan
626,0.5375,True,0.0645,True,,sept1scan
627,0.5847,True,0.0879,True,,sept1scan
628,0.4665,True,0.0401,True,,sept1scan
629,0.4227,True,,False,,sept1scan
630,0.4864,True,0.0581,True,,sept1scan
631,0.3527,True,,False,,sept1scan
632,0.519,True,0.0846,True,,sept1scan
633,0.518,True,0.0799,True,,sept1scan
634,0.5505,True,0.0711,True,,sept1scan
635,0.4522,True,,False,,sept1scan
636,0.4441,True,0.0712,True,,sept1scan
637,0.4939,True,0.0466,True,,sept1scan
638,0.449,True,0.0474,True,0.0291,july2scan
639,0.4772,True,0.0767,True,,sept1scan
640,0.4567,True,0.0745,True,,sept1scan
641,0.481,True,0.0756,True,,sept1scan
642,0.3615,True,0.012,True,,sept1scan
643,0.3455,True,0.0451,True,,sept1scan
644,0.6929,True,0.1334,True,,sept1scan
645,0.4024,True,0.0349,True,,sept1scan
646,0.5287,True,0.075,True,,sept1scan
647,0.5741,True,0.0727,True,,sept1scan
648,0.4864,False,,False,,none
649,0.5266,True,0.0738,True,,sept1scan
650,0.4449,True,0.0691,True,,sept1scan
651,0.2539,True,-0.0221,True,,sept1scan
652,0.511,True,0.0702,True,,sept1scan
653,0.5327,True,0.0866,True,,sept1scan
654,0.6091,True,0.0757,True,,sept1scan
655,0.5568,True,0.0683,True,,sept1scan
656,0.5541,True,0.0634,True,,sept1scan
657,0.4952,True,0.0993,True,,sept1scan
658,0.5488,True,0.0999,True,,sept1scan
659,0.4629,True,0.074,True,,sept1scan
660,0.4368,True,0.0802,True,,sept1scan
661,0.3747,True,0.0458,True,,sept1scan
662,0.4572,True,0.0538,True,,sept1scan
663,0.3698,True,0.0446,True,,sept1scan
664,0.5531,True,0.0759,True,,sept1scan
665,0.5785,True,0.1142,True,,sept1scan
666,0.5137,True,0.0638,True,,sept1scan
667,0.43,True,0.0469,True,,sept1scan
668,0.398,True,0.0588,True,,sept1scan
669,0.4982,True,0.0611,True,,sept1scan
670,0.5585,True,0.0987,True,,sept1scan
671,0.5908,True,0.1046,True,,sept1scan
672,0.439,True,0.0845,True,,sept1scan
673,0.574,True,0.0966,True,,sept1scan
674,0.483,True,0.0511,True,,sept1scan
675,0.4894,True,0.1079,True,,sept1scan
676,0.5167,True,0.1111,True,,sept1scan
677,0.4503,True,0.1026,True,,sept1scan
678,0.5541,True,0.0808,True,,sept1scan
679,0.3651,True,0.0664,True,0.0201,july2scan
680,0.5342,True,0.0759,True,,sept1scan
681,0.3167,True,0.0085,True,,sept1scan
682,0.4458,True,0.0871,True,,sept1scan
683,0.5519,True,0.0568,True,,sept1scan
684,0.5799,True,0.086,True,,sept1scan
685,0.4811,True,,False,,sept1scan
686,0.4465,True,,False,,sept1scan
687,0.5301,True,0.0656,True,,sept1scan
688,0.527,True,0.0654,True,,sept1scan
689,0.3748,True,0.0308,True,,sept1scan
690,0.4949,True,0.0624,True,,sept1scan
691,0.4659,True,0.058,True,,sept1scan
692,0.5268,True,0.084,True,,sept1scan
693,0.4531,True,,False,,sept1scan
694,0.5437,True,,False,,sept1scan
695,0.4226,True,0.0245,True,,sept1scan
696,0.4519,True,0.0567,True,,sept1scan
697,0.4337,True,,False,,sept1scan
698,0.4228,True,0.0683,True,,sept1scan
699,0.4555,True,0.0497,True,,sept1scan
700,0.5179,True,0.0864,True,,sept1scan
701,0.4356,True,0.0563,True,,sept1scan
702,0.4338,True,0.0665,True,,sept1scan
703,0.484,True,,False,,sept1scan
704,0.5498,True,,False,0.013,july2scan
705,0.4398,True,0.0446,True,,sept1scan
706,0.3653,True,0.0272,True,,sept1scan
707,0.4263,True,0.0719,True,,sept1scan
708,0.5509,True,0.0783,True,,sept1scan
709,0.5406,True,0.0868,True,,sept1scan
710,0.456,True,0.0746,True,,sept1scan
711,0.5434,True,0.0707,True,,sept1scan
712,0.3494,True,0.1232,True,0.037,july2scan
713,0.5322,True,0.1117,True,,sept1scan
714,0.475,True,0.0771,True,,sept1scan
715,0.5801,True,0.09,True,,sept1scan
716,0.411,True,0.0598,True,,sept1scan
717,0.5541,True,0.0836,True,,sept1scan
718,0.4242,True,0.0447,True,,sept1scan
719,0.5888,True,0.085,True,,sept1scan
720,0.4631,True,,False,0.0786,july2scan
721,0.5762,True,0.1055,True,,sept1scan
722,0.2839,True,,False,,sept1scan
723,0.586,True,0.0912,True,,sept1scan
724,0.4439,True,0.0589,True,,sept1scan
725,0.5777,True,0.1061,True,,sept1scan
726,0.5532,True,0.119,True,,sept1scan
727,0.4851,True,0.0742,True,,sept1scan
728,0.6131,True,0.1132,True,,sept1scan
729,0.6294,True,0.0863,True,,sept1scan
730,0.6351,True,0.1313,True,,sept1scan
731,0.5466,True,0.0719,True,,sept1scan
732,0.4459,True,0.0638,True,,sept1scan
733,0.6008,True,0.0951,True,,sept1scan
734,0.4932,True,0.058,True,,sept1scan
735,0.6879,True,0.1229,True,,sept1scan
736,0.621,True,0.1685,True,,sept1scan
737,0.5483,True,0.0834,True,,sept1scan
738,0.4864,False,,False,,none
739,0.3168,True,,False,0.0489,july2scan
740,0.4134,True,0.0542,True,,sept1scan
741,0.4444,True,0.0764,True,,sept1scan
742,0.5838,True,0.1086,True,,sept1scan
743,0.4477,True,0.0822,True,,sept1scan
744,0.43,True,,False,,sept1scan
745,0.5802,True,0.0833,True,,sept1scan
746,0.5278,True,0.078,True,,sept1scan
747,0.4378,True,,False,0.0205,july2scan
748,0.5058,True,0.0667,True,,sept1scan
749,0.4893,True,0.0753,True,,sept1scan
750,0.5352,True,0.0848,True,,sept1scan
751,0.6164,True,0.093,True,,sept1scan
752,0.5441,True,0.0726,True,,sept1scan
753,0.4453,True,0.0636,True,,sept1scan
754,0.4864,False,,False,,none
755,0.482,True,0.0766,True,,sept1scan
756,0.5102,True,,False,,sept1scan
757,0.3719,True,0.0214,True,,sept1scan
758,0.4734,True,0.069,True,,sept1scan
759,0.4616,True,0.0826,True,,sept1scan
760,0.4098,True,0.1187,True,0.0038,july2scan
761,0.5604,True,0.095,True,,sept1scan
762,0.3519,True,0.0389,True,,sept1scan
763,0.4187,True,0.0456,True,,sept1scan
764,0.4769,True,0.0641,True,,sept1scan
765,0.486,True,0.0971,True,,sept1scan
766,0.4361,True,0.0766,True,0.0008,july2scan
767,0.5047,True,0.0609,True,,sept1scan
768,0.4207,True,0.0509,True,,sept1scan
769,0.5767,True,0.0831,True,,sept1scan
770,0.5536,True,0.0972,True,,sept1scan
771,0.3272,True,-0.0057,True,,sept1scan
772,0.4546,True,0.061,True,,sept1scan
773,0.5172,True,0.0918,True,,sept1scan
774,0.567,True,0.1032,True,,sept1scan
775,0.4568,True,0.0511,True,,sept1scan
776,0.4523,True,0.0772,True,,sept1scan
777,0.5666,True,0.0929,True,,sept1scan
778,0.2441,True,0.032,True,,sept1scan
779,0.634,True,0.1278,True,,sept1scan
780,0.5039,True,0.0563,True,,sept1scan
781,0.4093,True,0.0748,True,,sept1scan
782,0.5195,True,0.0869,True,,sept1scan
783,0.4125,True,0.0856,True,,sept1scan
784,0.3982,True,0.0673,True,,sept1scan
785,0.5328,True,0.0752,True,,sept1scan
786,0.4594,True,0.0649,True,,sept1scan
787,0.514,True,0.0541,True,,sept1scan
788,0.4304,True,0.0629,True,,sept1scan
789,0.33,True,,False,,sept1scan
790,0.2744,True,0.0551,True,0.0518,july2scan
791,0.4667,True,0.0845,True,,sept1scan
792,0.527,True,0.0655,True,,sept1scan
793,0.5455,True,0.0756,True,,sept1scan
794,0.5964,True,0.1319,True,,sept1scan
795,0.5157,True,0.064,True,,sept1scan
796,0.6185,True,0.1002,True,0.0238,july2scan
797,0.4758,True,0.038,True,,sept1scan
798,0.5549,True,0.084,True,,sept1scan
799,0.4864,False,,False,,none
800,0.4163,True,0.0632,True,,sept1scan
801,0.4731,True,0.0763,True,,sept1scan
802,0.5563,True,0.0831,True,,sept1scan
803,0.4735,True,0.0884,True,,sept1scan
804,0.3832,True,0.0352,True,,sept1scan
805,0.3711,True,0.0418,True,,sept1scan
806,0.563,True,0.0698,True,,sept1scan
807,0.4832,True,0.0873,True,,sept1scan
808,0.4797,True,0.0922,True,,sept1scan
809,0.5481,True,0.0702,True,,sept1scan
810,0.6173,True,0.1195,True,,sept1scan
811,0.6014,True,0.1356,True,0.0461,july2scan
812,0.6112,True,0.1325,True,,sept1scan
813,0.296,True,-0.0202,True,,sept1scan
814,0.3659,True,,False,,sept1scan
815,0.5839,True,0.1206,True,,sept1scan
816,0.6528,True,0.1784,True,,sept1scan
817,0.511,True,0.0778,True,,sept1scan
818,0.5589,True,0.0991,True,,sept1scan
819,0.5042,True,0.1283,True,0.0159,july2scan
820,0.469,True,0.0915,True,0.0119,july2scan
821,0.4864,False,,False,,none
822,0.4949,True,0.0597,True,,sept1scan
823,0.4897,True,0.0835,True,,sept1scan
824,0.6099,True,,False,0.0143,july2scan
825,0.4611,True,0.068,True,,sept1scan
826,0.4484,True,0.0897,True,,sept1scan
827,0.5574,True,0.0846,True,,sept1scan
828,0.556,True,0.0926,True,,sept1scan
829,0.4864,False,,False,,none
830,0.4433,True,0.087,True,,sept1scan
831,0.6286,True,0.1323,True,,sept1scan
832,0.4528,True,,False,,sept1scan
833,0.5188,True,0.0877,True,,sept1scan
834,0.4978,True,0.0599,True,,sept1scan
835,0.4233,True,,False,,sept1scan
836,0.4587,True,0.0388,True,,sept1scan
837,0.3999,True,0.0444,True,,sept1scan
838,0.4737,True,0.0526,True,,sept1scan
839,0.4807,True,0.051,True,,sept1scan
840,0.4097,True,0.0508,True,,sept1scan
841,0.5255,True,0.0765,True,,sept1scan
842,0.3539,True,0.016,True,,sept1scan
843,0.4864,False,,False,,none
844,0.3966,True,0.0401,True,,sept1scan
845,0.239,True,0.0392,True,0.0122,july2scan
846,0.5652,True,0.0975,True,,sept1scan
847,0.3739,True,0.0315,True,,sept1scan
848,0.4038,True,,False,,sept1scan
849,0.4097,True,0.0508,True,,sept1scan
850,0.502,True,0.0468,True,,sept1scan
851,0.3773,True,0.0374,True,,sept1scan
852,0.4582,True,0.0596,True,,sept1scan
853,0.4864,False,,False,,none
854,0.4897,True,0.0601,True,,sept1scan
855,0.4493,True,0.0657,True,,sept1scan
856,0.5181,True,0.065,True,,sept1scan
857,0.3648,True,0.0272,True,,sept1scan
858,0.6185,True,0.1151,True,,sept1scan
859,0.3616,True,0.0589,True,,sept1scan
860,0.4343,True,0.0525,True,,sept1scan
861,0.5198,True,0.0852,True,,sept1scan
862,0.6063,True,0.0841,True,,sept1scan
863,0.6148,True,,False,,sept1scan
864,0.4967,True,0.0424,True,,sept1scan
865,0.5237,True,0.0668,True,,sept1scan
866,0.409,True,0.0642,True,,sept1scan
867,0.4058,True,0.0894,True,,sept1scan
868,0.4697,True,0.1162,True,,sept1scan
869,0.5375,True,0.0845,True,,sept1scan
870,0.4986,True,0.1629,True,0.0147,july2scan
871,0.5628,True,0.079,True,,sept1scan
872,0.5642,True,0.09,True,,sept1scan
873,0.5293,True,0.075,True,,sept1scan
874,0.5582,True,,False,0.0778,july2scan
875,0.4793,True,0.0783,True,,sept1scan
876,0.498,True,0.0709,True,,sept1scan
877,0.3983,True,0.09,True,,sept1scan
878,0.5026,True,,False,,sept1scan
879,0.4257,True,0.0789,True,,sept1scan
880,0.4085,True,0.0633,True,,sept1scan
881,0.634,True,,False,0.0149,july2scan
882,0.5318,True,0.0832,True,,sept1scan
883,0.5723,True,0.1001,True,,sept1scan
884,0.3487,True,0.0674,True,0.0113,july2scan
885,0.3869,True,0.0342,True,,sept1scan
886,0.5088,True,0.0637,True,,sept1scan
887,0.4517,True,0.0793,True,0.0026,july2scan
888,0.4443,True,0.0803,True,,sept1scan
889,0.4784,True,,False,,sept1scan
890,0.5463,True,0.0851,True,,sept1scan
891,0.5411,True,0.0745,True,,sept1scan
892,0.4358,True,0.0646,True,,sept1scan
893,0.4532,True,,False,,sept1scan
894,0.3856,True,0.0605,True,,sept1scan
895,0.4065,True,,False,,sept1scan
896,0.5055,True,0.0687,True,,sept1scan
897,0.3348,True,0.0232,True,,sept1scan
898,0.4511,True,,False,,sept1scan
899,0.468,True,0.0718,True,,sept1scan
900,0.4236,True,,False,,sept1scan
901,0.4967,True,0.0675,True,,sept1scan
902,0.4353,True,0.0713,True,,sept1scan
903,0.4692,True,0.0638,True,,sept1scan
904,0.3926,True,0.0465,True,,sept1scan
905,0.5674,True,0.0885,True,,sept1scan
906,0.3625,True,0.0307,True,,sept1scan
907,0.2746,True,-0.0355,True,,sept1scan
908,0.3778,True,0.035,True,,sept1scan
909,0.4492,True,0.067,True,,sept1scan
910,0.3364,True,0.0135,True,,sept1scan
911,0.5099,True,0.073,True,,sept1scan
912,0.4759,True,0.0815,True,,sept1scan
913,0.4747,True,0.0777,True,,sept1scan
914,0.5319,True,0.0604,True,,sept1scan
915,0.4212,True,0.0697,True,,sept1scan
916,0.4632,True,0.0819,True,,sept1scan
917,0.4925,True,0.0913,True,,sept1scan
918,0.5311,True,,False,0.0268,july2scan
919,0.4664,True,0.077,True,,sept1scan
920,0.5544,True,0.0853,True,,sept1scan
921,0.774,True,0.2019,True,0.0014,july2scan
922,0.3557,True,0.0617,True,,sept1scan
923,0.5767,True,0.0871,True,,sept1scan
924,0.4838,True,0.0973,True,,sept1scan
925,0.6072,True,0.1072,True,,sept1scan
926,0.3093,True,0.1139,True,0.0128,july2scan
927,0.5696,True,0.1077,True,,sept1scan
928,0.4633,True,0.0768,True,,sept1scan
929,0.5714,True,0.0999,True,,sept1scan
930,0.3349,True,0.0543,True,,sept1scan
931,0.5115,True,0.068,True,,sept1scan
932,0.3665,True,0.0359,True,,sept1scan
933,0.5145,True,0.0815,True,,sept1scan
934,0.4499,True,0.0813,True,,sept1scan
935,0.4484,True,0.0735,True,,sept1scan
936,0.481,True,0.0735,True,,sept1scan
937,0.4869,True,0.0824,True,,sept1scan
938,0.5325,True,0.0858,True,,sept1scan
939,0.3807,True,0.0544,True,,sept1scan
940,0.5567,True,0.0828,True,,sept1scan
941,0.5991,True,0.114,True,,sept1scan
942,0.5625,True,0.0833,True,,sept1scan
943,0.645,True,0.1639,True,0.0037,july2scan
944,0.4159,True,0.057,True,0.0043,july2scan
945,0.5337,True,0.0767,True,,sept1scan
946,0.4645,True,0.0646,True,,sept1scan
947,0.4846,True,0.0403,True,,sept1scan
948,0.493,True,0.0767,True,,sept1scan
949,0.4864,False,,False,,none
950,0.5435,True,0.0698,True,,sept1scan
951,0.5517,True,0.0869,True,,sept1scan
952,0.3952,True,0.0448,True,,sept1scan
953,0.3899,True,0.0519,True,,sept1scan
954,0.408,True,0.0615,True,,sept1scan
955,0.4324,True,0.0712,True,,sept1scan
956,0.5363,True,,False,,sept1scan
957,0.4213,True,,False,,sept1scan
958,0.4349,True,,False,,sept1scan
959,0.5395,True,0.0575,True,,sept1scan
960,0.4361,True,,False,,sept1scan
961,0.4956,True,,False,,sept1scan
962,0.3977,True,,False,,sept1scan
963,0.4369,True,0.0666,True,,sept1scan
964,0.4846,True,0.0638,True,,sept1scan
965,0.3194,True,0.0277,True,,sept1scan
966,0.3538,True,0.0179,True,,sept1scan
967,0.3615,True,0.0585,True,,sept1scan
968,0.4384,True,,False,,sept1scan
969,0.3734,True,,False,,sept1scan
970,0.4735,True,0.075,True,,sept1scan
971,0.5958,True,0.0917,True,,sept1scan
972,0.5276,True,0.0715,True,,sept1scan
973,0.6149,True,0.0966,True,,sept1scan
974,0.4435,True,0.0699,True,,sept1scan
975,0.4469,True,0.0889,True,,sept1scan
976,0.5949,True,0.0925,True,,sept1scan
977,0.4526,True,0.0778,True,,sept1scan
978,0.4525,True,0.0483,True,,sept1scan
979,0.5068,True,0.0889,True,,sept1scan
980,0.5441,True,0.0841,True,,sept1scan
981,0.529,True,0.0993,True,,sept1scan
982,0.6554,True,0.0842,True,,sept1scan
983,0.5893,True,0.093,True,,sept1scan
984,0.4257,True,0.0775,True,,sept1scan
985,0.5639,True,0.08,True,,sept1scan
986,0.5382,True,0.0812,True,,sept1scan
987,0.5223,True,0.0738,True,,sept1scan
988,0.4675,True,0.0593,True,,sept1scan
989,0.6027,True,0.105,True,,sept1scan
990,0.4855,True,0.045,True,,sept1scan
991,0.535,True,0.0747,True,,sept1scan
992,0.4029,True,0.0257,True,,sept1scan
993,0.4845,True,0.086,True,,sept1scan
994,0.581,True,0.1063,True,,sept1scan
995,0.2481,True,-0.0119,True,0.0205,july2scan
996,0.4904,True,0.1647,True,0.0219,july2scan
997,0.5555,True,0.1184,True,,sept1scan
998,0.5826,True,0.0676,True,,sept1scan
999,0.3188,True,0.0169,True,,sept1scan
1000,0.5136,True,0.0636,True,,sept1scan
1001,0.4712,True,0.0465,True,,sept1scan
1002,0.5351,True,0.0823,True,,sept1scan
1003,0.4567,True,0.0508,True,,sept1scan
1004,0.4117,True,0.0705,True,,sept1scan
1005,0.4832,True,,False,,sept1scan
1006,0.5717,True,0.0888,True,,sept1scan
1007,0.4113,True,0.0473,True,,sept1scan
1008,0.5062,True,0.0833,True,,sept1scan
1009,0.4012,True,,False,,sept1scan
1010,0.3246,True,0.001,True,,sept1scan
1011,0.5513,True,0.1149,True,,sept1scan
1012,0.3611,True,,False,,sept1scan
1013,0.5258,True,,False,,sept1scan
1014,0.4166,True,,False,,sept1scan
1015,0.4921,True,0.0692,True,,sept1scan
1016,0.2897,True,,False,,sept1scan
1017,0.4267,True,,False,,sept1scan
1018,0.4864,False,,False,,none
1019,0.419,True,,False,,sept1scan
1020,0.4679,True,,False,,sept1scan
1021,0.5248,True,,False,,sept1scan
1022,0.5118,True,0.0738,True,,sept1scan
1023,0.533,True,0.0787,True,,sept1scan
1024,0.5188,True,0.0735,True,,sept1scan
1025,0.417,True,,False,,sept1scan
1026,0.4694,True,0.0697,True,,sept1scan
1027,0.6045,True,0.1042,True,,sept1scan
1028,0.5876,True,0.0902,True,,sept1scan
1029,0.5518,True,0.0787,True,,sept1scan
1030,0.3908,True,0.0459,True,,sept1scan
1031,0.5265,True,0.0694,True,,sept1scan
1032,0.4864,False,,False,,none
1033,0.4588,True,0.0667,True,,sept1scan
1034,0.5079,True,0.0938,True,,sept1scan
1035,0.4466,True,0.0717,True,,sept1scan
1036,0.4355,True,0.0764,True,,sept1scan
1037,0.3127,True,0.0095,True,,sept1scan
1038,0.5747,True,0.1078,True,,sept1scan
1039,0.6233,True,0.1114,True,,sept1scan
1040,0.387,True,0.0503,True,,sept1scan
1041,0.4864,False,,False,,none
1042,0.4433,True,0.0802,True,,sept1scan
1043,0.4623,True,0.0686,True,,sept1scan
1044,0.4876,True,0.0791,True,,sept1scan
1045,0.5256,True,0.0816,True,,sept1scan
1046,0.631,True,0.117,True,,sept1scan
1047,0.6018,True,0.1254,True,,sept1scan
1048,0.5382,True,0.0701,True,,sept1scan
1049,0.5753,True,0.1059,True,,sept1scan
1050,0.553,True,0.0956,True,,sept1scan
1051,0.4027,True,0.0656,True,,sept1scan
1052,0.4365,True,0.0646,True,,sept1scan
1053,0.5088,True,0.0778,True,,sept1scan
1054,0.5779,True,0.1186,True,,sept1scan
1055,0.4456,True,0.0739,True,,sept1scan
1056,0.5335,True,0.0971,True,,sept1scan
1057,0.429,True,0.0593,True,,sept1scan
1058,0.5352,True,0.0932,True,,sept1scan
1059,0.4501,True,0.055,True,,sept1scan
1060,0.4265,True,0.0625,True,,sept1scan
1061,0.4954,True,0.0874,True,,sept1scan
1062,0.3394,True,0.0073,True,,sept1scan
1063,0.433,True,,False,0.0028,july2scan
1064,0.558,True,0.0745,True,,sept1scan
1065,0.5711,True,0.0954,True,,sept1scan
1066,0.5812,True,0.0991,True,,sept1scan
1067,0.5348,True,0.0822,True,,sept1scan
1068,0.486,True,0.0547,True,,sept1scan
1069,0.4775,True,0.0629,True,,sept1scan
1070,0.4226,True,0.0226,True,,sept1scan
1071,0.5145,True,,False,0.0099,july2scan
1072,0.4547,True,0.0395,True,,sept1scan
1073,0.3552,True,,False,,sept1scan
1074,0.5357,True,,False,,sept1scan
1075,0.5255,True,0.0905,True,,sept1scan
1076,0.3973,True,0.0456,True,,sept1scan
1077,0.3706,True,,False,,sept1scan
1078,0.4864,False,,False,,none
1079,0.5329,True,,False,0.0295,july2scan
1080,0.3637,True,,False,,sept1scan
1081,0.4757,True,0.0641,True,,sept1scan
1082,0.4947,True,0.063,True,,sept1scan
1083,0.4111,True,0.0398,True,,sept1scan
1084,0.5139,True,0.0785,True,,sept1scan
1085,0.3162,True,0.027,True,,sept1scan
1086,0.4066,True,0.0685,True,,sept1scan
1087,0.382,True,,False,,sept1scan
1088,0.5736,True,0.0845,True,,sept1scan
1089,0.5331,True,0.0604,True,,sept1scan
1090,0.5706,True,0.0845,True,,sept1scan
1091,0.5143,True,0.0538,True,,sept1scan
1092,0.4719,True,0.0928,True,,sept1scan
1093,0.453,True,0.0905,True,,sept1scan
1094,0.5468,True,0.0647,True,,sept1scan
1095,0.3565,True,0.0397,True,,sept1scan
1096,0.435,True,0.0738,True,,sept1scan
1097,0.533,True,0.0915,True,,sept1scan
1098,0.4144,True,0.0941,True,,sept1scan
1099,0.4036,True,0.0626,True,,sept1scan
1100,0.5399,True,0.0881,True,,sept1scan
1101,0.3461,True,,False,,sept1scan
1102,0.4816,True,0.1061,True,,sept1scan
1103,0.5268,True,0.0674,True,,sept1scan
1104,0.5397,True,0.0853,True,,sept1scan
1105,0.4326,True,0.0808,True,,sept1scan
1106,0.5166,True,0.0602,True,,sept1scan
1107,0.4335,True,,False,,sept1scan
1108,0.3089,True,,False,,sept1scan
1109,0.5488,True,0.0827,True,,sept1scan
1110,0.521,True,0.1026,True,,sept1scan
1111,0.5155,True,0.063,True,,sept1scan
1112,0.5807,True,0.1226,True,,sept1scan
1113,0.4864,False,,False,,none
1114,0.4443,True,0.0797,True,,sept1scan
1115,0.4173,True,0.0617,True,,sept1scan
1116,0.4829,True,0.0761,True,,sept1scan
1117,0.4846,True,,False,,sept1scan
1118,0.5126,True,0.0609,True,,sept1scan
1119,0.4286,True,0.0715,True,,sept1scan
1120,0.5633,True,,False,,sept1scan
1121,0.4087,True,0.0742,True,,sept1scan
1122,0.4199,True,0.059,True,,sept1scan
1123,0.4928,True,0.0452,True,,sept1scan
1124,0.3955,True,,False,,sept1scan
1125,0.482,True,0.0749,True,,sept1scan
1126,0.6291,True,,False,0.0177,july2scan
1127,0.407,True,0.0362,True,,sept1scan
1128,0.4532,True,0.0624,True,,sept1scan
1129,0.4255,True,0.032,True,,sept1scan
1130,0.4522,True,,False,,sept1scan
1131,0.3147,True,0.0046,True,,sept1scan
1132,0.5857,True,,False,,sept1scan
1133,0.4317,True,0.0371,True,,sept1scan
1134,0.5185,True,,False,,sept1scan
1135,0.44,True,0.0523,True,,sept1scan
1136,0.4829,True,,False,,sept1scan
1137,0.4864,False,,False,,none
1138,0.3934,True,0.0383,True,,sept1scan
1139,0.4338,True,,False,,sept1scan
1140,0.352,True,0.0204,True,,sept1scan
1141,0.566,True,0.0727,True,,sept1scan
1142,0.4211,True,0.0638,True,,sept1scan
1143,0.5411,True,0.0471,True,,sept1scan
1144,0.5252,True,0.0525,True,,sept1scan
1145,0.6534,True,0.1014,True,,sept1scan
1146,0.5035,True,0.0515,True,,sept1scan
1147,0.5533,True,0.074,True,,sept1scan
1148,0.481,True,0.0572,True,,sept1scan
1149,0.4124,True,0.0575,True,,sept1scan
1150,0.4864,False,,False,,none
1151,0.5498,True,0.0693,True,,sept1scan
1152,0.5452,True,0.0728,True,,sept1scan
1153,0.6362,True,0.0898,True,,sept1scan
1154,0.5016,True,0.0898,True,,sept1scan
1155,0.3985,True,0.0342,True,,sept1scan
1156,0.4413,True,0.0813,True,,sept1scan
1157,0.5755,True,0.0833,True,,sept1scan
1158,0.501,True,0.0622,True,,sept1scan
1159,0.5619,True,0.0785,True,,sept1scan
1160,0.6662,True,0.0927,True,,sept1scan
1161,0.4198,True,0.0578,True,,sept1scan
1162,0.5047,True,0.0758,True,,sept1scan
1163,0.3681,True,0.0374,True,,sept1scan
1164,0.5781,True,0.076,True,,sept1scan
1165,0.4643,True,,False,,sept1scan
1166,0.3065,True,0.0072,True,,sept1scan
1167,0.5103,True,0.0786,True,,sept1scan
1168,0.3098,True,0.0345,True,,sept1scan
1169,0.4515,True,0.0818,True,,sept1scan
1170,0.4491,True,0.0749,True,,sept1scan
1171,0.5562,True,0.0888,True,,sept1scan
1172,0.3964,True,0.0464,True,,sept1scan
1173,0.4864,False,,False,,none
1174,0.4384,True,0.0643,True,,sept1scan
1175,0.4687,True,0.0853,True,,sept1scan
1176,0.4097,True,0.0536,True,,sept1scan
1177,0.4447,True,0.0587,True,,sept1scan
1178,0.4226,True,0.0541,True,,sept1scan
1179,0.3753,True,0.0294,True,,sept1scan
1180,0.4439,True,,False,,sept1scan
1181,0.5386,True,,False,0.0291,july2scan
1182,0.42,True,0.0577,True,,sept1scan
1183,0.4856,True,,False,,sept1scan
1184,0.3848,True,0.0421,True,,sept1scan
1185,0.4551,True,0.0422,True,,sept1scan
1186,0.4666,True,0.094,True,,sept1scan
1187,0.4957,True,0.0665,True,,sept1scan
1188,0.5672,True,,False,,sept1scan
1189,0.4428,True,,False,,sept1scan
1190,0.434,True,,False,,sept1scan
1191,0.305,True,,False,,sept1scan
1192,0.3195,True,,False,,sept1scan
1193,0.4896,True,0.0618,True,,sept1scan
1194,0.4541,True,0.0626,True,,sept1scan
1195,0.4158,True,0.0536,True,,sept1scan
1196,0.3974,True,,False,,sept1scan
1197,0.3273,True,0.0724,True,0.0271,july2scan
1198,0.5047,True,,False,,sept1scan
1199,0.5202,True,0.0537,True,,sept1scan
1200,0.4864,False,,False,,none
1201,0.496,True,0.1378,True,0.0058,july2scan
1202,0.3536,True,0.067,True,,sept1scan
