   1.0000000e+00   1.0000000e+00   4.2768082e-02   3.1493211e-02   2.2400000e+03
   2.0000000e+00   1.0000000e+00   4.8662847e-02   1.8700023e-02   3.4010000e+03
   1.0000000e+00   2.0000000e+00   4.3404769e-02   2.3950164e-02   2.2430000e+03
   2.0000000e+00   2.0000000e+00   3.8309780e-02   1.9081560e-02   3.4110000e+03
   1.0000000e+00   3.0000000e+00   4.9578755e-02   2.3335107e-02   2.2470000e+03
   2.0000000e+00   3.0000000e+00   4.5353157e-02   2.1975084e-02   3.3890000e+03
   1.0000000e+00   4.0000000e+00   3.8181423e-02   2.7234403e-02   2.2410000e+03
   2.0000000e+00   4.0000000e+00   4.5550411e-02   1.6128282e-02   3.4040000e+03
   1.0000000e+00   5.0000000e+00   5.3506886e-02   2.8501680e-02   2.2490000e+03
   2.0000000e+00   5.0000000e+00   3.4183825e-02   2.0515625e-02   3.3910000e+03
   1.0000000e+00   6.0000000e+00   3.6673889e-02   3.2493129e-02   2.2450000e+03
   2.0000000e+00   6.0000000e+00   4.4263585e-02   1.9763542e-02   1.0430000e+03
   1.0000000e+00   7.0000000e+00   4.7383281e-02   2.3932630e-02   2.2480000e+03
   2.0000000e+00   7.0000000e+00   4.9344537e-02   2.0789471e-02   1.0420000e+03
   1.0000000e+00   8.0000000e+00   5.1657232e-02   2.3191627e-02   2.2420000e+03
   2.0000000e+00   8.0000000e+00   4.8358200e-02   2.6866061e-02   1.0630000e+03
   1.0000000e+00   9.0000000e+00   4.8088351e-02   3.1358421e-02   2.2380000e+03
   2.0000000e+00   9.0000000e+00   4.3070357e-02   1.9618553e-02   1.0660000e+03
   1.0000000e+00   1.0000000e+01   4.3256326e-02   3.3374856e-02   2.2360000e+03
   2.0000000e+00   1.0000000e+01   4.8654864e-02   3.2446565e-02   1.0400000e+03
   1.0000000e+00   1.1000000e+01   3.1293140e-02   3.7928808e-02   2.6990000e+03
   2.0000000e+00   1.1000000e+01   3.9239170e-02   2.0901384e-02   1.0440000e+03
   1.0000000e+00   1.2000000e+01   4.3112899e-02   2.0462613e-02   2.7080000e+03
   2.0000000e+00   1.2000000e+01   4.4365222e-02   2.8386699e-02   1.0410000e+03
   1.0000000e+00   1.3000000e+01   3.6855723e-02   2.0896187e-02   2.7140000e+03
   2.0000000e+00   1.3000000e+01   3.7440482e-02   3.6404065e-02   1.0460000e+03
   1.0000000e+00   1.4000000e+01   2.9301191e-02   2.9485086e-02   2.7050000e+03
   2.0000000e+00   1.4000000e+01   3.4708512e-02   2.4509098e-02   1.0500000e+03
   1.0000000e+00   1.5000000e+01   6.0230082e-02   3.2891283e-02   2.7070000e+03
   2.0000000e+00   1.5000000e+01   4.9085412e-02   2.2276661e-02   1.0540000e+03
   1.0000000e+00   1.6000000e+01   3.8541985e-02   2.6814075e-02   2.7190000e+03
   2.0000000e+00   1.6000000e+01   4.0086969e-02   2.2751250e-02   1.0690000e+03
   1.0000000e+00   1.7000000e+01   3.8058135e-02   2.0470302e-02   2.6940000e+03
   2.0000000e+00   1.7000000e+01   3.9239170e-02   2.0901384e-02   1.0440000e+03
   1.0000000e+00   1.8000000e+01   3.9266843e-02   2.6401798e-02   2.7220000e+03
   2.0000000e+00   1.8000000e+01   5.1858731e-02   2.2085307e-02   1.0550000e+03
   1.0000000e+00   1.9000000e+01   4.3856281e-02   2.5125333e-02   2.7000000e+03
   2.0000000e+00   1.9000000e+01   4.4213378e-02   2.5796368e-02   3.4000000e+03
   1.0000000e+00   2.0000000e+01   5.5053957e-02   2.5503318e-02   2.7160000e+03
   2.0000000e+00   2.0000000e+01   4.2395921e-02   1.6207765e-02   3.3870000e+03
   1.0000000e+00   2.1000000e+01   4.1104607e-02   2.2569034e-02   2.6960000e+03
   2.0000000e+00   2.1000000e+01   4.1030178e-02   2.5738782e-02   3.3920000e+03
   1.0000000e+00   2.2000000e+01   4.5038468e-02   2.4854464e-02   2.7120000e+03
   2.0000000e+00   2.2000000e+01   4.8499750e-02   3.0056451e-02   3.3820000e+03
   1.0000000e+00   2.3000000e+01   4.3707574e-02   2.9287954e-02   3.3830000e+03
   2.0000000e+00   2.3000000e+01   3.9604261e-02   2.8128998e-02   3.3990000e+03
   1.0000000e+00   2.4000000e+01   4.3044255e-02   2.2626745e-02   3.3800000e+03
   2.0000000e+00   2.4000000e+01   5.1163685e-02   2.5290222e-02   3.4100000e+03
   1.0000000e+00   2.5000000e+01   4.1818996e-02   2.9221812e-02   3.3860000e+03
   2.0000000e+00   2.5000000e+01   3.5889194e-02   3.3277605e-02   3.3960000e+03
   1.0000000e+00   2.6000000e+01   3.8005745e-02   2.1603954e-02   3.3980000e+03
   2.0000000e+00   2.6000000e+01   3.8488308e-02   2.1936916e-02   3.4080000e+03
   1.0000000e+00   2.7000000e+01   5.9403729e-02   3.7530139e-02   3.3840000e+03
   2.0000000e+00   2.7000000e+01   3.7985863e-02   1.8831790e-02   3.4090000e+03
   1.0000000e+00   2.8000000e+01   3.2705964e-02   2.4336701e-02   3.3970000e+03
   2.0000000e+00   2.8000000e+01   4.2731412e-02   2.2553865e-02   3.3940000e+03
   1.0000000e+00   2.9000000e+01   4.3324165e-02   2.4822880e-02   3.3930000e+03
