   1.0000000e+00   1.0000000e+00   3.5776957e-02   3.9186451e-02   1.3410000e+03
   2.0000000e+00   1.0000000e+00   5.4117837e-02   2.6607728e-02   2.6040000e+03
   1.0000000e+00   2.0000000e+00   5.3904303e-02   2.6696501e-02   1.3420000e+03
   2.0000000e+00   2.0000000e+00   3.7095618e-02   2.8917566e-02   2.6030000e+03
   1.0000000e+00   3.0000000e+00   4.2615907e-02   4.0173807e-02   1.3290000e+03
   2.0000000e+00   3.0000000e+00   3.3771726e-02   4.2471541e-02   2.6010000e+03
   1.0000000e+00   4.0000000e+00   4.4887557e-02   2.4367688e-02   1.3520000e+03
   2.0000000e+00   4.0000000e+00   3.9583236e-02   2.6798752e-02   2.5990000e+03
   1.0000000e+00   5.0000000e+00   2.9609936e-02   4.3290573e-02   1.3500000e+03
   2.0000000e+00   5.0000000e+00   3.6696780e-02   2.5709758e-02   2.5860000e+03
   1.0000000e+00   6.0000000e+00   4.5254495e-02   2.8022947e-02   1.3530000e+03
   2.0000000e+00   6.0000000e+00   3.7591760e-02   2.7951114e-02   2.6070000e+03
   1.0000000e+00   7.0000000e+00   3.8044110e-02   3.4931483e-02   1.3280000e+03
   2.0000000e+00   7.0000000e+00   3.6193386e-02   1.9328518e-02   2.6050000e+03
   1.0000000e+00   8.0000000e+00   3.7804931e-02   3.4958192e-02   1.3320000e+03
   2.0000000e+00   8.0000000e+00   3.6051189e-02   3.0738083e-02   2.6130000e+03
   1.0000000e+00   9.0000000e+00   3.9674814e-02   3.0645861e-02   1.3310000e+03
   2.0000000e+00   9.0000000e+00   3.4247428e-02   1.9957991e-02   2.5870000e+03
   1.0000000e+00   1.0000000e+01   3.9514936e-02   2.9299589e-02   1.3260000e+03
   2.0000000e+00   1.0000000e+01   3.9003518e-02   1.8151099e-02   3.3320000e+03
   1.0000000e+00   1.1000000e+01   4.1254019e-02   3.0332358e-02   1.3370000e+03
   2.0000000e+00   1.1000000e+01   3.5709169e-02   3.4043105e-02   3.3420000e+03
   1.0000000e+00   1.2000000e+01   3.6795095e-02   2.9253906e-02   1.3480000e+03
   2.0000000e+00   1.2000000e+01   4.6791105e-02   3.1526663e-02   3.3350000e+03
   1.0000000e+00   1.3000000e+01   5.2688532e-02   3.4811050e-02   1.3270000e+03
   2.0000000e+00   1.3000000e+01   3.7005938e-02   2.0169813e-02   3.3250000e+03
   1.0000000e+00   1.4000000e+01   4.0512714e-02   2.3574506e-02   1.3590000e+03
   2.0000000e+00   1.4000000e+01   3.1614670e-02   2.7798198e-02   3.3130000e+03
   1.0000000e+00   1.5000000e+01   5.0994889e-02   2.8884402e-02   1.3470000e+03
   2.0000000e+00   1.5000000e+01   3.6473798e-02   3.3511099e-02   3.3140000e+03
   1.0000000e+00   1.6000000e+01   4.0268033e-02   4.7768723e-02   1.3570000e+03
   2.0000000e+00   1.6000000e+01   3.9044529e-02   2.7012518e-02   3.3270000e+03
   1.0000000e+00   1.7000000e+01   3.8415315e-02   2.6385559e-02   1.3510000e+03
   2.0000000e+00   1.7000000e+01   5.4417321e-02   2.1647157e-02   3.3230000e+03
   1.0000000e+00   1.8000000e+01   4.0203370e-02   4.9349777e-02   1.3330000e+03
   2.0000000e+00   1.8000000e+01   4.7715608e-02   1.9547444e-02   3.3300000e+03
   1.0000000e+00   1.9000000e+01   3.6594911e-02   3.2988012e-02   1.3610000e+03
   2.0000000e+00   1.9000000e+01   3.3066116e-02   2.5709516e-02   3.3120000e+03
   1.0000000e+00   2.0000000e+01   3.0826034e-02   2.8777858e-02   2.4280000e+03
   2.0000000e+00   2.0000000e+01   4.6077196e-02   2.8585318e-02   3.3340000e+03
   1.0000000e+00   2.1000000e+01   5.0673744e-02   3.6357313e-02   2.4270000e+03
   2.0000000e+00   2.1000000e+01   4.8418860e-02   2.1597438e-02   3.3330000e+03
   1.0000000e+00   2.2000000e+01   2.9693575e-02   3.0304146e-02   2.4060000e+03
   2.0000000e+00   2.2000000e+01   4.3916148e-02   2.2180202e-02   3.3210000e+03
   1.0000000e+00   2.3000000e+01   3.6714433e-02   3.3893995e-02   2.4240000e+03
   2.0000000e+00   2.3000000e+01   4.4092759e-02   3.4130784e-02   3.3150000e+03
   1.0000000e+00   2.4000000e+01   2.7225634e-02   2.7124808e-02   2.4230000e+03
   2.0000000e+00   2.4000000e+01   4.3755471e-02   2.3966855e-02   3.3240000e+03
   1.0000000e+00   2.5000000e+01   4.2374518e-02   2.5584364e-02   2.4260000e+03
   2.0000000e+00   2.5000000e+01   4.7425682e-02   1.8751398e-02   3.3190000e+03
   1.0000000e+00   2.6000000e+01   3.7364557e-02   2.8227807e-02   2.4010000e+03
   2.0000000e+00   2.6000000e+01   4.6013360e-02   2.0935191e-02   3.3280000e+03
   1.0000000e+00   2.7000000e+01   4.0009897e-02   1.8942286e-02   2.4210000e+03
   2.0000000e+00   2.7000000e+01   3.8537627e-02   2.4589837e-02   3.3160000e+03
   1.0000000e+00   2.8000000e+01   5.2787301e-02   1.7358193e-02   2.4300000e+03
   2.0000000e+00   2.8000000e+01   4.9049587e-02   2.0981194e-02   3.3220000e+03
   1.0000000e+00   2.9000000e+01   4.1407897e-02   2.1770682e-02   2.4050000e+03
